zip,Average Education Index 2000,Median Cost for House 2000,Median Income 2000,Median Rent 2000,Take Public Transp % in 2000,Total Population % in 2000,White Population % in 2000
95428,12.43,708.0,28092.0,462.0,0.004,2285.0,0.486
92311,12.43,858.0,37591.0,514.0,0.022000000000000002,31273.0,0.616
90248,12.43,1356.0,43125.0,682.0,0.026000000000000002,9944.0,0.299
92504,12.42,1114.0,40583.0,713.0,0.022000000000000002,46533.0,0.637
94541,12.42,1501.0,48523.0,865.0,0.07200000000000001,60254.0,0.504
91932,12.41,1262.0,36025.0,689.0,0.065,26655.0,0.623
92545,12.41,1018.0,31065.0,632.0,0.008,25687.0,0.86
93306,12.4,1006.0,38711.0,569.0,0.013000000000000001,53466.0,0.645
91601,12.4,1524.0,31671.0,666.0,0.077,36616.0,0.525
92407,12.39,1141.0,40018.0,675.0,0.024,49349.0,0.532
93631,12.39,1131.0,40064.0,533.0,0.004,14077.0,0.698
95121,12.39,1780.0,75326.0,1348.0,0.027999999999999997,37126.0,0.265
92114,12.38,1256.0,46189.0,717.0,0.049,66837.0,0.212
95336,12.38,1278.0,48544.0,715.0,0.013000000000000001,36728.0,0.752
90621,12.38,1432.0,41716.0,804.0,0.043,33525.0,0.445
91790,12.37,1406.0,50825.0,791.0,0.035,44085.0,0.48200000000000004
95626,12.37,1101.0,46681.0,820.0,0.003,6178.0,0.8079999999999999
92683,12.37,1501.0,49686.0,840.0,0.02,88225.0,0.45799999999999996
92220,12.37,882.0,32825.0,563.0,0.013999999999999999,25848.0,0.63
96039,12.36,604.0,23095.0,414.0,0.005,1277.0,0.657
92860,12.36,1511.0,63750.0,863.0,0.006999999999999999,22425.0,0.8240000000000001
90241,12.35,1585.0,43557.0,727.0,0.033,40138.0,0.56
91204,12.35,1344.0,32339.0,677.0,0.10300000000000001,16997.0,0.44299999999999995
91722,12.35,1370.0,50126.0,853.0,0.037000000000000005,33803.0,0.562
92868,12.34,1313.0,45267.0,855.0,0.016,23152.0,0.613
91205,12.34,1377.0,27701.0,690.0,0.092,41381.0,0.5770000000000001
91755,12.34,1379.0,41295.0,723.0,0.043,26925.0,0.195
92394,12.34,965.0,37301.0,550.0,0.005,12073.0,0.57
92586,12.34,874.0,29152.0,665.0,0.006999999999999999,18142.0,0.8959999999999999
90604,12.33,1384.0,49836.0,742.0,0.018000000000000002,37869.0,0.632
94565,12.33,1341.0,48523.0,842.0,0.084,78813.0,0.445
93535,12.32,999.0,39747.0,688.0,0.021,57791.0,0.608
96055,12.32,868.0,30690.0,471.0,0.006,3740.0,0.889
93221,12.32,1003.0,36989.0,531.0,0.006,13321.0,0.733
92252,12.32,641.0,25700.0,474.0,0.013999999999999999,8137.0,0.882
93451,12.31,1053.0,39301.0,532.0,0.001,2664.0,0.746
93560,12.31,1016.0,42029.0,540.0,0.013999999999999999,14926.0,0.722
96007,12.31,904.0,29564.0,517.0,0.006999999999999999,21400.0,0.8859999999999999
93308,12.3,1044.0,33035.0,501.0,0.013000000000000001,44914.0,0.871
90731,12.3,1574.0,35910.0,685.0,0.04,58622.0,0.5870000000000001
95632,12.3,1172.0,46319.0,614.0,0.004,24183.0,0.731
92832,12.3,1425.0,44037.0,808.0,0.063,24501.0,0.578
95691,12.29,1171.0,35811.0,551.0,0.02,19040.0,0.6940000000000001
93726,12.28,876.0,28992.0,492.0,0.035,39135.0,0.534
90804,12.28,1338.0,29872.0,655.0,0.075,43466.0,0.386
91335,12.27,1379.0,40792.0,700.0,0.06,68002.0,0.5760000000000001
92551,12.27,1165.0,49418.0,907.0,0.021,22963.0,0.401
91103,12.27,1559.0,34824.0,644.0,0.077,27887.0,0.345
94520,12.27,1340.0,41002.0,800.0,0.10099999999999999,36174.0,0.5920000000000001
95673,12.26,1031.0,44145.0,666.0,0.017,14007.0,0.828
92371,12.25,1117.0,44322.0,768.0,0.002,12449.0,0.8079999999999999
92223,12.24,1012.0,34254.0,496.0,0.009000000000000001,17716.0,0.7559999999999999
95991,12.24,993.0,33182.0,490.0,0.006,34957.0,0.6759999999999999
93230,12.22,1019.0,37224.0,560.0,0.01,53201.0,0.6459999999999999
92025,12.22,1517.0,38828.0,690.0,0.038,49273.0,0.633
92804,12.22,1448.0,41887.0,792.0,0.040999999999999995,81317.0,0.516
94544,12.21,1490.0,49452.0,907.0,0.07,72984.0,0.41600000000000004
95988,12.21,859.0,32586.0,437.0,0.002,8807.0,0.738
95320,12.21,1310.0,48260.0,545.0,0.001,11454.0,0.828
95337,12.19,1349.0,43813.0,726.0,0.015,19847.0,0.74
95457,12.19,843.0,29250.0,632.0,0.003,2633.0,0.865
92505,12.19,1181.0,41756.0,707.0,0.023,38442.0,0.57
95966,12.18,815.0,31814.0,500.0,0.003,28368.0,0.81
91406,12.18,1454.0,37178.0,679.0,0.067,50041.0,0.551
95823,12.18,1089.0,36001.0,584.0,0.031,72194.0,0.316
91345,12.17,1456.0,52603.0,882.0,0.04,17102.0,0.522
90302,12.17,1307.0,32698.0,698.0,0.075,30770.0,0.18100000000000002
96041,12.16,632.0,23349.0,457.0,0.006,2505.0,0.853
92234,12.16,1110.0,38964.0,699.0,0.027999999999999997,43129.0,0.6559999999999999
93301,12.16,1107.0,25587.0,470.0,0.044000000000000004,12960.0,0.623
93552,12.15,1167.0,50179.0,850.0,0.035,25359.0,0.508
92840,12.15,1398.0,47153.0,800.0,0.040999999999999995,50636.0,0.512
92503,12.15,1207.0,44829.0,672.0,0.023,71670.0,0.604
95127,12.14,1746.0,63096.0,1167.0,0.033,60609.0,0.428
93727,12.14,1013.0,34092.0,516.0,0.016,54681.0,0.484
93901,12.14,1438.0,42177.0,706.0,0.031,35723.0,0.5589999999999999
90019,12.14,1563.0,31501.0,642.0,0.161,67510.0,0.22899999999999998
92336,12.13,1375.0,55340.0,727.0,0.022000000000000002,54585.0,0.43799999999999994
95112,12.13,1740.0,41014.0,853.0,0.113,52331.0,0.43200000000000005
95932,12.11,950.0,33893.0,496.0,0.008,7486.0,0.693
93705,12.1,860.0,30661.0,529.0,0.025,35443.0,0.519
91411,12.1,1529.0,34266.0,667.0,0.102,23641.0,0.5539999999999999
95776,12.1,1350.0,46999.0,695.0,0.012,15017.0,0.6
92404,12.1,961.0,31162.0,550.0,0.038,53634.0,0.5379999999999999
90745,12.1,1406.0,50610.0,741.0,0.027000000000000003,55473.0,0.297
95301,12.08,1006.0,37831.0,524.0,0.009000000000000001,27794.0,0.5920000000000001
91776,12.08,1361.0,38085.0,746.0,0.05,38032.0,0.289
92841,12.08,1471.0,46892.0,818.0,0.026000000000000002,31427.0,0.48200000000000004
90602,12.08,1492.0,40695.0,678.0,0.046,26253.0,0.523
94806,12.07,1303.0,43649.0,791.0,0.102,55719.0,0.335
95340,12.07,1038.0,32573.0,477.0,0.009000000000000001,59285.0,0.54
90706,12.07,1420.0,39362.0,704.0,0.034,72878.0,0.461
95441,12.07,1536.0,53036.0,789.0,0.008,2332.0,0.665
92585,12.07,1045.0,36118.0,612.0,0.004,8674.0,0.7240000000000001
91502,12.06,1365.0,29185.0,676.0,0.042,11500.0,0.597
95330,12.06,1365.0,54140.0,699.0,0.01,10819.0,0.516
95531,12.06,973.0,29718.0,516.0,0.015,23785.0,0.802
91911,12.05,1274.0,38010.0,706.0,0.055,71124.0,0.526
92501,12.05,1031.0,31875.0,562.0,0.017,18982.0,0.569
92345,12.05,977.0,41423.0,631.0,0.006999999999999999,68501.0,0.752
91710,12.05,1429.0,55185.0,766.0,0.013999999999999999,75314.0,0.569
93254,12.04,709.0,36500.0,503.0,0.017,793.0,0.7959999999999999
93906,12.03,1464.0,49124.0,796.0,0.016,53938.0,0.47200000000000003
90701,12.02,1331.0,44500.0,795.0,0.028999999999999998,16380.0,0.442
93728,12.0,752.0,25670.0,515.0,0.027000000000000003,16339.0,0.503
90242,11.99,1440.0,42956.0,725.0,0.036000000000000004,42444.0,0.48100000000000004
92324,11.99,1040.0,35984.0,619.0,0.019,52198.0,0.441
90250,11.98,1435.0,33656.0,640.0,0.063,93314.0,0.322
95965,11.98,794.0,24523.0,474.0,0.012,17778.0,0.784
90047,11.97,1264.0,35142.0,642.0,0.085,47105.0,0.084
94606,11.97,1202.0,32273.0,665.0,0.183,41872.0,0.187
92337,11.96,1301.0,52883.0,785.0,0.022000000000000002,29845.0,0.414
93591,11.95,887.0,38482.0,737.0,0.008,6775.0,0.611
93955,11.95,1289.0,41386.0,810.0,0.055,38232.0,0.46299999999999997
91343,11.95,1554.0,41786.0,634.0,0.078,57001.0,0.513
95327,11.95,990.0,33503.0,514.0,0.005,9549.0,0.7440000000000001
95660,11.95,887.0,32826.0,638.0,0.036000000000000004,32190.0,0.66
93243,11.94,1335.0,39091.0,679.0,0.004,1229.0,0.765
90247,11.93,1338.0,35101.0,700.0,0.052000000000000005,47741.0,0.24100000000000002
92243,11.91,1093.0,35024.0,527.0,0.017,43705.0,0.48100000000000004
95407,11.91,1378.0,43533.0,817.0,0.028999999999999998,30868.0,0.602
95963,11.91,841.0,31575.0,481.0,0.004,13700.0,0.7559999999999999
92240,11.9,795.0,27335.0,511.0,0.027999999999999997,22779.0,0.696
96019,11.89,810.0,25876.0,565.0,0.015,6271.0,0.868
92530,11.88,1193.0,39344.0,621.0,0.012,38514.0,0.691
92154,11.88,1268.0,42970.0,740.0,0.059000000000000004,68764.0,0.436
93268,11.88,839.0,31938.0,477.0,0.011000000000000001,14926.0,0.831
95901,11.88,860.0,29395.0,479.0,0.008,38072.0,0.67
92844,11.87,1359.0,42218.0,848.0,0.026000000000000002,23465.0,0.311
93445,11.86,1060.0,38408.0,671.0,0.018000000000000002,7422.0,0.687
90605,11.86,1381.0,50630.0,776.0,0.016,38180.0,0.528
93637,11.86,1050.0,37043.0,601.0,0.008,28431.0,0.585
94134,11.86,1546.0,54342.0,791.0,0.26,40134.0,0.18899999999999997
95354,11.85,971.0,33511.0,601.0,0.013000000000000001,27115.0,0.691
95240,11.84,1144.0,35749.0,574.0,0.006,45747.0,0.6990000000000001
90004,11.83,2086.0,27591.0,600.0,0.21600000000000003,67850.0,0.33799999999999997
90065,11.81,1411.0,38271.0,629.0,0.092,47524.0,0.419
92655,11.81,1369.0,42218.0,760.0,0.046,8657.0,0.456
95326,11.81,1123.0,43867.0,545.0,0.003,6808.0,0.753
92801,11.81,1399.0,39789.0,823.0,0.053,60541.0,0.485
90260,11.79,1416.0,41404.0,791.0,0.062,33299.0,0.439
90013,11.79,967.0,8855.0,286.0,0.281,9727.0,0.27899999999999997
93635,11.78,1231.0,42460.0,552.0,0.002,29120.0,0.5870000000000001
92583,11.77,909.0,29051.0,503.0,0.006999999999999999,21334.0,0.6759999999999999
93543,11.77,997.0,43864.0,743.0,0.02,11184.0,0.64
93015,11.77,1296.0,45732.0,754.0,0.006999999999999999,15999.0,0.546
95367,11.76,1117.0,44621.0,684.0,0.004,16514.0,0.679
94607,11.76,1261.0,21124.0,499.0,0.267,21048.0,0.113
91767,11.76,1210.0,40057.0,644.0,0.055999999999999994,46614.0,0.415
95838,11.75,962.0,31290.0,632.0,0.035,34879.0,0.418
91761,11.75,1377.0,49430.0,761.0,0.025,56271.0,0.48100000000000004
96021,11.73,792.0,28634.0,440.0,0.011000000000000001,13828.0,0.77
93550,11.73,1041.0,37484.0,589.0,0.032,67213.0,0.511
92543,11.73,828.0,23397.0,534.0,0.011000000000000001,29674.0,0.763
92405,11.72,905.0,30217.0,542.0,0.027999999999999997,24637.0,0.485
92553,11.71,1053.0,38554.0,684.0,0.024,61203.0,0.419
95464,11.7,794.0,25000.0,544.0,0.012,2219.0,0.8340000000000001
95820,11.7,868.0,31670.0,608.0,0.05,37021.0,0.47700000000000004
93654,11.68,955.0,35367.0,522.0,0.002,25906.0,0.5479999999999999
93291,11.68,952.0,34034.0,551.0,0.013999999999999999,36711.0,0.545
90806,11.68,1345.0,31488.0,593.0,0.077,49641.0,0.272
90680,11.67,1300.0,41578.0,819.0,0.055999999999999994,29679.0,0.5
95111,11.67,1687.0,58807.0,1042.0,0.06,57735.0,0.315
94124,11.67,1431.0,37146.0,554.0,0.249,33170.0,0.096
90640,11.67,1361.0,38773.0,697.0,0.062,62416.0,0.46799999999999997
95210,11.66,1041.0,36566.0,627.0,0.013999999999999999,40594.0,0.32299999999999995
90016,11.66,1311.0,29079.0,628.0,0.12,46968.0,0.184
92301,11.66,940.0,31403.0,476.0,0.006,18973.0,0.513
95203,11.65,922.0,28453.0,520.0,0.024,16344.0,0.46
95422,11.64,807.0,20072.0,502.0,0.006,13477.0,0.826
90026,11.63,1536.0,28651.0,582.0,0.203,73671.0,0.36200000000000004
95948,11.63,788.0,30354.0,438.0,0.008,9747.0,0.6990000000000001
93240,11.63,787.0,22194.0,515.0,0.016,5550.0,0.912
92250,11.61,987.0,39583.0,492.0,0.006999999999999999,8058.0,0.591
95363,11.6,1185.0,46006.0,534.0,0.003,15529.0,0.5660000000000001
91342,11.6,1416.0,48744.0,743.0,0.033,81970.0,0.49
93030,11.6,1512.0,46175.0,730.0,0.015,79717.0,0.431
93657,11.59,1039.0,36732.0,542.0,0.006999999999999999,28975.0,0.585
90670,11.58,1254.0,46061.0,743.0,0.02,16263.0,0.517
92802,11.58,1437.0,41408.0,786.0,0.069,45074.0,0.48200000000000004
91762,11.57,1188.0,39972.0,665.0,0.025,54243.0,0.496
95303,11.56,1256.0,40192.0,490.0,0.023,798.0,0.639
95369,11.56,807.0,31042.0,429.0,0.02,1153.0,0.7490000000000001
94801,11.56,1124.0,33962.0,644.0,0.157,28437.0,0.304
95380,11.55,1015.0,33901.0,559.0,0.01,40541.0,0.68
95076,11.55,1608.0,45354.0,761.0,0.022000000000000002,81136.0,0.521
91606,11.55,1391.0,31806.0,641.0,0.096,45348.0,0.532
90650,11.54,1296.0,46012.0,767.0,0.03,103211.0,0.44799999999999995
91702,11.53,1274.0,42108.0,756.0,0.037000000000000005,57765.0,0.517
92706,11.52,1553.0,45435.0,757.0,0.071,37871.0,0.489
90042,11.52,1285.0,36064.0,626.0,0.105,64660.0,0.408
91405,11.51,1424.0,29657.0,625.0,0.114,51344.0,0.489
95815,11.51,858.0,25970.0,540.0,0.073,25350.0,0.536
92571,11.5,1041.0,40097.0,726.0,0.012,26355.0,0.426
92509,11.49,1170.0,45995.0,650.0,0.015,63997.0,0.569
92203,11.49,1020.0,37250.0,608.0,0.009000000000000001,2730.0,0.628
94063,11.49,1776.0,49279.0,931.0,0.06,32350.0,0.503
92201,11.49,1047.0,36180.0,616.0,0.017,56296.0,0.519
95307,11.48,1069.0,38003.0,597.0,0.01,32874.0,0.679
93274,11.46,929.0,33605.0,534.0,0.01,56097.0,0.575
93304,11.46,866.0,28613.0,528.0,0.023,44577.0,0.49200000000000005
91752,11.45,1279.0,37110.0,590.0,0.006999999999999999,18971.0,0.654
91303,11.45,1367.0,36769.0,723.0,0.08,23508.0,0.505
90805,11.44,1311.0,32565.0,636.0,0.063,91663.0,0.297
92548,11.43,1147.0,22095.0,588.0,0.013000000000000001,4276.0,0.8
92376,11.42,1049.0,37568.0,619.0,0.024,75875.0,0.376
93060,11.42,1358.0,43166.0,682.0,0.006999999999999999,32509.0,0.561
95358,11.42,1018.0,38993.0,622.0,0.006,30665.0,0.602
91763,11.4,1200.0,40230.0,666.0,0.03,34437.0,0.449
92408,11.4,1013.0,23785.0,486.0,0.046,12138.0,0.381
90810,11.39,1250.0,36966.0,607.0,0.066,35637.0,0.239
90005,11.37,1960.0,21998.0,547.0,0.342,43014.0,0.278
93257,11.36,890.0,30995.0,500.0,0.012,65552.0,0.5479999999999999
91764,11.33,1140.0,39098.0,745.0,0.03,49461.0,0.45299999999999996
95110,11.33,1547.0,48203.0,909.0,0.11,18180.0,0.414
91950,11.32,1061.0,29942.0,571.0,0.062,62335.0,0.384
92227,11.31,1032.0,31694.0,483.0,0.017,23387.0,0.539
90012,11.27,1289.0,20152.0,564.0,0.14400000000000002,30577.0,0.203
90301,11.27,1358.0,31306.0,667.0,0.086,37507.0,0.239
90038,11.27,1585.0,23306.0,581.0,0.244,32557.0,0.42200000000000004
91770,11.26,1277.0,37896.0,724.0,0.051,61605.0,0.273
93610,11.25,848.0,31437.0,518.0,0.003,19383.0,0.588
93662,11.23,974.0,35383.0,520.0,0.002,26211.0,0.455
92225,11.22,1012.0,31092.0,488.0,0.003,24641.0,0.44799999999999995
92570,11.22,1134.0,32479.0,597.0,0.024,36802.0,0.495
92102,11.21,1042.0,26505.0,591.0,0.135,47123.0,0.37799999999999995
93212,11.21,787.0,28769.0,472.0,0.017,23495.0,0.326
94603,11.2,1122.0,34755.0,706.0,0.124,31389.0,0.17
90606,11.19,1305.0,44440.0,745.0,0.027000000000000003,32143.0,0.529
95605,11.18,881.0,26705.0,495.0,0.042,12747.0,0.585
90029,11.17,1648.0,22043.0,565.0,0.256,41697.0,0.384
92843,11.16,1391.0,42872.0,818.0,0.053,43486.0,0.374
90303,11.16,1400.0,34751.0,642.0,0.084,27773.0,0.203
90018,11.15,1324.0,23797.0,563.0,0.166,47127.0,0.16
94601,11.11,1149.0,33152.0,630.0,0.183,54857.0,0.257
90062,11.09,1252.0,26901.0,598.0,0.16699999999999998,29279.0,0.145
95206,11.09,1073.0,35835.0,507.0,0.024,49649.0,0.272
91402,11.08,1339.0,32496.0,613.0,0.121,66241.0,0.358
92316,11.08,1000.0,38290.0,661.0,0.012,25987.0,0.523
95215,11.07,953.0,33884.0,614.0,0.008,23778.0,0.584
93703,11.07,795.0,26116.0,491.0,0.036000000000000004,31168.0,0.447
95832,11.07,871.0,28598.0,628.0,0.05,9059.0,0.21100000000000002
90021,11.06,1344.0,13053.0,302.0,0.25,3003.0,0.268
92233,11.06,840.0,31031.0,459.0,0.003,7855.0,0.355
95122,11.05,1591.0,60817.0,1087.0,0.062,59822.0,0.23600000000000002
95315,11.05,955.0,40505.0,598.0,0.009000000000000001,10141.0,0.535
91605,11.04,1416.0,32168.0,603.0,0.091,57129.0,0.45399999999999996
91766,11.03,1298.0,41876.0,661.0,0.043,69968.0,0.39799999999999996
91768,11.03,1183.0,35733.0,607.0,0.049,36047.0,0.455
90220,11.03,1165.0,33997.0,612.0,0.079,47303.0,0.157
93638,11.0,943.0,35221.0,506.0,0.011000000000000001,49244.0,0.52
95231,10.99,1084.0,29066.0,428.0,0.013999999999999999,5087.0,0.462
95824,10.99,871.0,27429.0,574.0,0.042,30568.0,0.348
90660,10.98,1301.0,41491.0,700.0,0.039,63277.0,0.495
91352,10.97,1411.0,41322.0,656.0,0.061,46624.0,0.494
93305,10.96,808.0,24114.0,475.0,0.055,35623.0,0.45799999999999996
92105,10.95,1012.0,25593.0,570.0,0.08900000000000001,72994.0,0.332
90007,10.94,1271.0,17644.0,540.0,0.195,45021.0,0.321
90032,10.93,1185.0,33445.0,609.0,0.099,46942.0,0.35600000000000004
90014,10.93,1625.0,8633.0,215.0,0.391,3518.0,0.247
93286,10.92,791.0,27221.0,384.0,0.002,8852.0,0.551
95116,10.88,1584.0,48541.0,930.0,0.08199999999999999,51688.0,0.305
92335,10.87,1046.0,35008.0,622.0,0.025,82612.0,0.48200000000000004
93930,10.87,1164.0,39672.0,640.0,0.002,14464.0,0.47700000000000004
93204,10.87,687.0,29152.0,488.0,0.021,14696.0,0.359
92805,10.85,1421.0,39609.0,755.0,0.07200000000000001,68796.0,0.488
93033,10.85,1347.0,46342.0,767.0,0.013000000000000001,77785.0,0.35600000000000004
93656,10.81,743.0,30727.0,480.0,0.001,5725.0,0.522
90723,10.81,1283.0,36769.0,720.0,0.038,55305.0,0.34700000000000003
93725,10.78,902.0,29244.0,532.0,0.022000000000000002,20998.0,0.354
92231,10.77,1014.0,28851.0,515.0,0.033,27798.0,0.46799999999999997
91744,10.76,1242.0,46792.0,739.0,0.051,84950.0,0.401
94621,10.75,1039.0,29181.0,625.0,0.165,30744.0,0.16
93280,10.73,839.0,29351.0,405.0,0.008,22752.0,0.35700000000000004
92704,10.72,1416.0,49923.0,914.0,0.069,91176.0,0.38299999999999995
91746,10.71,1228.0,44189.0,770.0,0.049,30795.0,0.441
95012,10.69,1233.0,41200.0,685.0,0.027999999999999997,8562.0,0.434
93721,10.68,829.0,12742.0,385.0,0.061,6836.0,0.406
91706,10.67,1228.0,41621.0,723.0,0.05,76889.0,0.402
90057,10.65,1266.0,19736.0,505.0,0.444,43986.0,0.287
95351,10.65,931.0,30576.0,570.0,0.024,47531.0,0.48
90061,10.63,1134.0,26449.0,575.0,0.102,24503.0,0.145
91732,10.61,1212.0,34141.0,700.0,0.07,62659.0,0.354
92273,10.6,843.0,30962.0,509.0,0.009000000000000001,1617.0,0.55
92707,10.58,1382.0,49080.0,879.0,0.07,62627.0,0.456
93270,10.58,840.0,28934.0,447.0,0.008,5864.0,0.433
93247,10.57,829.0,27712.0,480.0,0.002,15507.0,0.484
93263,10.57,832.0,29466.0,446.0,0.003,15172.0,0.45799999999999996
92411,10.56,768.0,23498.0,494.0,0.055,23144.0,0.284
93609,10.54,792.0,35351.0,497.0,0.015,5434.0,0.514
93650,10.54,661.0,22708.0,536.0,0.047,3257.0,0.319
95961,10.54,677.0,27420.0,489.0,0.01,6435.0,0.6779999999999999
91731,10.54,1228.0,30942.0,651.0,0.084,30206.0,0.391
90040,10.53,1243.0,35205.0,603.0,0.055999999999999994,9798.0,0.461
90716,10.5,1140.0,35153.0,718.0,0.03,14850.0,0.384
93926,10.49,1266.0,41538.0,659.0,0.009000000000000001,9019.0,0.33399999999999996
93960,10.46,1308.0,43377.0,613.0,0.013000000000000001,13001.0,0.34299999999999997
92410,10.46,883.0,23538.0,500.0,0.027000000000000003,44540.0,0.366
92173,10.45,1283.0,27943.0,588.0,0.09,28481.0,0.446
95202,10.45,960.0,11456.0,385.0,0.08,7070.0,0.4
95002,10.44,1207.0,58304.0,944.0,0.035,2128.0,0.408
90044,10.44,1171.0,22091.0,559.0,0.158,87366.0,0.17
90222,10.44,1060.0,29520.0,601.0,0.071,29823.0,0.18600000000000003
93458,10.43,1129.0,32589.0,646.0,0.006999999999999999,43676.0,0.451
93706,10.41,741.0,21991.0,460.0,0.052000000000000005,35781.0,0.294
90059,10.4,1160.0,22151.0,500.0,0.121,38123.0,0.138
93307,10.38,839.0,26462.0,492.0,0.03,59179.0,0.395
93215,10.35,836.0,27912.0,461.0,0.004,37277.0,0.27399999999999997
92281,10.32,766.0,24813.0,419.0,0.017,2374.0,0.556
95019,10.3,1408.0,38378.0,669.0,0.03,4734.0,0.39299999999999996
90015,10.3,1614.0,18533.0,431.0,0.326,15134.0,0.29600000000000004
95205,10.29,770.0,26109.0,530.0,0.018000000000000002,34120.0,0.37799999999999995
90221,10.29,1221.0,31310.0,604.0,0.075,51382.0,0.204
93434,10.26,966.0,30864.0,603.0,0.012,5724.0,0.456
90006,10.25,1367.0,20593.0,530.0,0.312,62765.0,0.26899999999999996
90744,10.21,1276.0,30259.0,579.0,0.075,53308.0,0.36200000000000004
91340,10.2,1276.0,40398.0,672.0,0.057999999999999996,33373.0,0.408
92113,10.19,941.0,23841.0,561.0,0.141,47417.0,0.314
93250,10.16,676.0,25137.0,460.0,0.003,10780.0,0.301
90280,10.13,1317.0,35744.0,620.0,0.081,96260.0,0.41600000000000004
91331,10.12,1284.0,39225.0,659.0,0.068,97300.0,0.37
90813,10.09,1116.0,20015.0,526.0,0.19699999999999998,63129.0,0.252
93235,10.08,738.0,26215.0,477.0,0.005,4507.0,0.47600000000000003
90262,10.07,1293.0,35846.0,629.0,0.08,69830.0,0.337
90031,10.07,1185.0,25300.0,570.0,0.157,38409.0,0.289
90002,10.06,1076.0,22872.0,560.0,0.12300000000000001,44584.0,0.166
93256,10.05,641.0,21781.0,438.0,0.013999999999999999,4178.0,0.34700000000000003
93223,10.05,815.0,27613.0,470.0,0.002,8631.0,0.434
90037,10.01,1205.0,20275.0,537.0,0.247,56691.0,0.205
93266,9.94,692.0,29129.0,445.0,0.021,1721.0,0.38799999999999996
95328,9.94,705.0,31471.0,639.0,0.018000000000000002,2114.0,0.5820000000000001
93702,9.93,728.0,21514.0,469.0,0.065,47997.0,0.28300000000000003
91733,9.92,1144.0,32644.0,668.0,0.055999999999999994,45640.0,0.36200000000000004
90003,9.91,1135.0,22346.0,572.0,0.17300000000000001,58187.0,0.193
92703,9.91,1300.0,40674.0,815.0,0.109,70003.0,0.395
90022,9.89,1226.0,27471.0,595.0,0.129,68688.0,0.414
93927,9.87,910.0,38445.0,646.0,0.009000000000000001,14189.0,0.414
93701,9.86,652.0,14213.0,424.0,0.08800000000000001,13844.0,0.278
90255,9.82,1361.0,30375.0,590.0,0.14300000000000002,78104.0,0.42100000000000004
90304,9.8,1333.0,29036.0,599.0,0.11599999999999999,28679.0,0.321
90063,9.78,1138.0,30174.0,585.0,0.151,55666.0,0.368
90201,9.77,1356.0,30029.0,662.0,0.109,105275.0,0.47100000000000003
92701,9.73,1339.0,33728.0,675.0,0.131,58151.0,0.42
90058,9.73,1250.0,18729.0,367.0,0.313,3624.0,0.308
93905,9.68,1260.0,36176.0,651.0,0.042,58537.0,0.37
90033,9.65,1244.0,22429.0,533.0,0.22,49418.0,0.335
92274,9.63,976.0,24760.0,337.0,0.006,17009.0,0.40399999999999997
92236,9.62,802.0,28606.0,470.0,0.013000000000000001,23159.0,0.389
90270,9.52,1317.0,30480.0,602.0,0.11599999999999999,28083.0,0.43
90001,9.49,1133.0,24207.0,568.0,0.172,54481.0,0.24600000000000002
90023,9.46,1199.0,26884.0,606.0,0.182,47468.0,0.391
93219,9.42,687.0,22735.0,399.0,0.006,9303.0,0.23
93241,9.41,769.0,25147.0,442.0,0.003,15350.0,0.446
93203,9.41,825.0,24577.0,397.0,0.003,16202.0,0.483
90017,9.4,1933.0,14847.0,387.0,0.589,20689.0,0.304
90011,9.32,1267.0,23851.0,554.0,0.257,101214.0,0.27899999999999997
93640,9.09,817.0,23815.0,448.0,0.026000000000000002,9160.0,0.287
93234,8.96,706.0,25521.0,364.0,0.138,6902.0,0.20600000000000002
