,Average Education Index 2000,zip
1498,10.99,95920
1499,10.99,95824
1500,10.98,92059
1501,10.98,90660
1502,10.97,91352
1503,10.97,93450
1504,10.96,93305
1505,10.95,92105
1506,10.94,90007
1507,10.93,90032
1508,10.93,90014
1509,10.92,93286
1510,10.92,95987
1511,10.88,95116
1512,10.87,92335
1513,10.87,93930
1514,10.87,93204
1515,10.86,95317
1516,10.85,92805
1517,10.85,93033
1518,10.84,93218
1519,10.84,93618
1520,10.82,93242
1521,10.81,93656
1522,10.81,93620
1523,10.81,90723
1524,10.79,93630
1525,10.79,93616
1526,10.78,93725
1527,10.77,92304
1528,10.77,96123
1529,10.77,92231
1530,10.76,91744
1531,10.75,94621
1532,10.73,93280
1533,10.73,95305
1534,10.72,93925
1535,10.72,92704
1536,10.71,91746
1537,10.70,91980
1538,10.70,94964
1539,10.69,95012
1540,10.68,93721
1541,10.67,91706
1542,10.65,90057
1543,10.65,95351
1544,10.63,90061
1545,10.61,91732
1546,10.60,92273
1547,10.59,92266
1548,10.59,93267
1549,10.58,92707
1550,10.58,93270
1551,10.57,93247
1552,10.57,93263
1553,10.56,92401
1554,10.56,92411
1555,10.56,95645
1556,10.54,93609
1557,10.54,93650
1558,10.54,95961
1559,10.54,91731
1560,10.53,90040
1561,10.53,96068
1562,10.50,90716
1563,10.50,92318
1564,10.49,93926
1565,10.46,93960
1566,10.46,92410
1567,10.45,92258
1568,10.45,92173
1569,10.45,95202
1570,10.44,95686
1571,10.44,95002
1572,10.44,90044
1573,10.44,90222
1574,10.43,93458
1575,10.41,93706
1576,10.40,90059
1577,10.38,93307
1578,10.35,93215
1579,10.32,92281
1580,10.30,95019
1581,10.30,90015
1582,10.29,95205
1583,10.29,95385
1584,10.29,90221
1585,10.29,95951
1586,10.27,94104
1587,10.26,92249
1588,10.26,95334
1589,10.26,93434
1590,10.25,90006
1591,10.21,90744
1592,10.20,91340
1593,10.19,92113
1594,10.16,93250
1595,10.13,90280
1596,10.12,91331
1597,10.11,93647
1598,10.09,93201
1599,10.09,90813
1600,10.08,93235
1601,10.07,90262
1602,10.07,90031
1603,10.06,90002
1604,10.05,93256
1605,10.05,93223
1606,10.03,93272
1607,10.01,90037
1608,10.00,93206
1609,9.94,93266
1610,9.94,95328
1611,9.93,93702
1612,9.92,91733
1613,9.92,93622
1614,9.91,90003
1615,9.91,92703
1616,9.89,90022
1617,9.87,93927
1618,9.87,93606
1619,9.86,93701
1620,9.82,93666
1621,9.82,95387
1622,9.82,90255
1623,9.81,93648
1624,9.81,95676
1625,9.80,90304
1626,9.78,93665
1627,9.78,90063
1628,9.77,90201
1629,9.73,92701
1630,9.73,90058
1631,9.68,93905
1632,9.66,93954
1633,9.65,90033
1634,9.63,92274
1635,9.62,92236
1636,9.61,93646
1637,9.57,93673
1638,9.52,90270
1639,9.51,95653
1640,9.51,93624
1641,9.49,90001
1642,9.46,90023
1643,9.44,93615
1644,9.42,93219
1645,9.42,95365
1646,9.41,93241
1647,9.41,93203
1648,9.40,90017
1649,9.32,90011
1650,9.28,93239
1651,9.27,92254
1652,9.12,93660
1653,9.09,93640
1654,9.00,93261
1655,8.96,93234
1656,8.90,93608
1657,8.82,93249
1658,8.74,95312
1659,8.37,95431
1660,8.37,93627
1661,8.00,92280
