zip,Average Education Index 2000,Average Education Index 2014,Index Change,Take Public Transp % in 2000,Take Public Transp % in 2014,Change in Public Transp %,Total Population in 2000,Total Population in 2014,% Change in Total Population,White Population % in 2000,White Population % in 2014,% Change in White Population %,Outcome
94609,13.75,14.88,1.1300000000000008,0.272,0.265,-0.007000000000000006,21093.0,22059.0,0.046,0.354,0.509,0.438,
92382,13.75,14.15,0.40000000000000036,0.006999999999999999,0.006999999999999999,0.0,5386.0,5161.0,-0.042,0.879,0.908,0.033,
92831,13.75,14.04,0.28999999999999915,0.03,0.032,0.0020000000000000018,34589.0,35316.0,0.021,0.652,0.637,-0.023,
92508,13.74,14.01,0.2699999999999996,0.013999999999999999,0.017,0.0030000000000000027,17142.0,36583.0,1.134,0.697,0.667,-0.043,
95035,13.74,14.04,0.29999999999999893,0.023,0.03,0.006999999999999999,62840.0,69635.0,0.108,0.31,0.203,-0.345,
94952,13.74,14.19,0.4499999999999993,0.042,0.026000000000000002,-0.016,31917.0,35081.0,0.099,0.876,0.821,-0.063,
93021,13.74,14.06,0.3200000000000003,0.009000000000000001,0.017,0.008,32978.0,36407.0,0.104,0.743,0.786,0.058,
95123,13.74,13.92,0.17999999999999972,0.036000000000000004,0.03,-0.006000000000000005,59621.0,64602.0,0.084,0.651,0.612,-0.06,
91773,13.73,14.29,0.5599999999999987,0.018000000000000002,0.026000000000000002,0.008,33865.0,33869.0,0.0,0.745,0.664,-0.109,
94525,13.72,14.01,0.28999999999999915,0.021,0.073,0.05199999999999999,3184.0,3151.0,-0.01,0.851,0.817,-0.04,
94619,13.72,14.34,0.6199999999999992,0.107,0.146,0.03899999999999999,24501.0,24146.0,-0.014,0.339,0.382,0.127,
95117,13.72,13.82,0.09999999999999964,0.05,0.031,-0.019000000000000003,29903.0,32074.0,0.073,0.573,0.597,0.042,
93420,13.71,14.35,0.6399999999999988,0.002,0.008,0.006,24482.0,30076.0,0.228,0.888,0.882,-0.007,
92078,13.7,14.06,0.3600000000000012,0.008,0.011000000000000001,0.003000000000000001,6748.0,45926.0,5.806,0.81,0.788,-0.027,
95928,13.7,14.3,0.6000000000000014,0.013000000000000001,0.018000000000000002,0.005000000000000001,32831.0,36081.0,0.099,0.814,0.845,0.038,
95132,13.7,13.93,0.23000000000000043,0.011000000000000001,0.027000000000000003,0.016,40563.0,41222.0,0.016,0.34,0.219,-0.356,
93004,13.69,14.06,0.370000000000001,0.012,0.015,0.002999999999999999,27379.0,30417.0,0.111,0.79,0.811,0.027,
90066,13.69,14.6,0.9100000000000001,0.07200000000000001,0.073,0.000999999999999987,55194.0,58337.0,0.057,0.608,0.629,0.035,
94568,13.69,14.79,1.0999999999999996,0.053,0.098,0.045000000000000005,29633.0,48097.0,0.623,0.694,0.515,-0.258,
94015,13.68,13.85,0.16999999999999993,0.161,0.174,0.012999999999999984,63317.0,62941.0,-0.006,0.291,0.229,-0.213,
92003,13.68,14.05,0.370000000000001,0.015,0.022000000000000002,0.007000000000000003,3844.0,4306.0,0.12,0.823,0.768,-0.067,
94803,13.67,14.12,0.4499999999999993,0.07200000000000001,0.087,0.014999999999999986,25392.0,25998.0,0.024,0.516,0.492,-0.047,
92562,13.67,14.09,0.41999999999999993,0.002,0.002,0.0,36129.0,63293.0,0.752,0.826,0.743,-0.1,
95709,13.67,13.83,0.16000000000000014,0.009000000000000001,0.006999999999999999,-0.0020000000000000018,4825.0,4953.0,0.027,0.917,0.91,-0.008,
95835,13.67,14.39,0.7200000000000006,0.02,0.022000000000000002,0.0020000000000000018,834.0,39073.0,45.85,0.678,0.428,-0.369,
92869,13.67,13.82,0.15000000000000036,0.022000000000000002,0.027999999999999997,0.005999999999999995,37900.0,37390.0,-0.013,0.718,0.652,-0.092,
91206,13.66,14.04,0.379999999999999,0.031,0.062,0.031,31284.0,33706.0,0.077,0.646,0.745,0.153,
92056,13.66,13.92,0.2599999999999998,0.025,0.018000000000000002,-0.006999999999999999,52894.0,52758.0,-0.003,0.736,0.722,-0.019,
95017,13.65,14.51,0.8599999999999994,0.025,0.008,-0.017,850.0,654.0,-0.231,0.765,0.916,0.197,
95476,13.64,13.76,0.11999999999999922,0.021,0.017,-0.004,34310.0,38822.0,0.132,0.868,0.823,-0.052,
95223,13.64,14.21,0.5700000000000003,0.009000000000000001,0.009000000000000001,0.0,5142.0,3042.0,-0.408,0.951,0.929,-0.023,
92260,13.64,13.97,0.33000000000000007,0.015,0.027999999999999997,0.012999999999999998,29322.0,32855.0,0.12,0.87,0.846,-0.028,
92264,13.64,14.2,0.5599999999999987,0.018000000000000002,0.022000000000000002,0.004,18869.0,19754.0,0.047,0.844,0.857,0.015,
95602,13.64,13.78,0.1399999999999988,0.006999999999999999,0.013000000000000001,0.006000000000000002,18184.0,18498.0,0.017,0.929,0.911,-0.019,
93312,13.63,14.16,0.5299999999999994,0.003,0.004,0.001,40824.0,56313.0,0.379,0.861,0.795,-0.077,
95949,13.63,14.12,0.48999999999999844,0.003,0.013000000000000001,0.010000000000000002,17909.0,19640.0,0.097,0.951,0.942,-0.009,
95624,13.63,13.86,0.22999999999999865,0.017,0.017,0.0,38521.0,63131.0,0.639,0.713,0.525,-0.264,
95973,13.63,14.01,0.379999999999999,0.011000000000000001,0.008,-0.003000000000000001,26954.0,33511.0,0.243,0.865,0.864,-0.001,
95662,13.62,13.86,0.2400000000000002,0.013999999999999999,0.02,0.006000000000000002,32035.0,31814.0,-0.007,0.895,0.899,0.004,
93551,13.62,13.76,0.14000000000000057,0.01,0.012,0.002,34036.0,50572.0,0.486,0.709,0.619,-0.127,
94546,13.61,14.0,0.39000000000000057,0.057999999999999996,0.08199999999999999,0.023999999999999994,41680.0,43448.0,0.042,0.766,0.644,-0.159,
95829,13.61,13.55,-0.05999999999999872,0.016,0.016,0.0,11380.0,25786.0,1.266,0.66,0.474,-0.282,
92881,13.6,13.85,0.25,0.01,0.012,0.002,21903.0,32817.0,0.498,0.694,0.713,0.027,
91020,13.59,14.54,0.9499999999999993,0.003,0.016,0.013000000000000001,7515.0,9249.0,0.231,0.712,0.596,-0.163,
91505,13.59,14.26,0.6699999999999999,0.021,0.042,0.021,29235.0,31133.0,0.065,0.778,0.749,-0.037,
92591,13.59,13.81,0.22000000000000064,0.005,0.005,0.0,25648.0,39767.0,0.55,0.798,0.734,-0.08,
92883,13.58,14.05,0.47000000000000064,0.01,0.017,0.007000000000000001,13168.0,31940.0,1.426,0.743,0.716,-0.036,
92019,13.57,13.64,0.07000000000000028,0.009000000000000001,0.019,0.009999999999999998,40981.0,44357.0,0.082,0.834,0.786,-0.058,
95603,13.57,13.83,0.2599999999999998,0.004,0.009000000000000001,0.005000000000000001,24941.0,28652.0,0.149,0.926,0.888,-0.041,
93035,13.55,13.74,0.1899999999999995,0.01,0.011000000000000001,0.0010000000000000009,25321.0,26966.0,0.065,0.673,0.748,0.111,
94564,13.55,13.97,0.41999999999999993,0.059000000000000004,0.069,0.010000000000000002,16705.0,18704.0,0.12,0.538,0.504,-0.063,
95128,13.55,14.07,0.5199999999999996,0.033,0.032,-0.0010000000000000009,32799.0,37026.0,0.129,0.622,0.573,-0.079,
95519,13.54,13.88,0.34000000000000163,0.006999999999999999,0.008,0.0010000000000000009,15918.0,18496.0,0.162,0.88,0.861,-0.022,
90603,13.53,13.96,0.4300000000000015,0.013000000000000001,0.024,0.011,19101.0,20475.0,0.072,0.778,0.689,-0.114,
95685,13.53,13.91,0.3800000000000008,0.002,0.002,0.0,4606.0,4278.0,-0.071,0.922,0.92,-0.002,
93555,13.52,13.8,0.28000000000000114,0.004,0.001,-0.003,29762.0,32967.0,0.108,0.832,0.783,-0.059,
93065,13.52,13.99,0.47000000000000064,0.013999999999999999,0.013999999999999999,0.0,64785.0,72273.0,0.116,0.806,0.79,-0.02,
94928,13.52,13.42,-0.09999999999999964,0.034,0.024,-0.010000000000000002,42542.0,42668.0,0.003,0.803,0.761,-0.052,
94954,13.52,13.78,0.2599999999999998,0.045,0.022000000000000002,-0.022999999999999996,35400.0,36624.0,0.035,0.821,0.799,-0.027,
92675,13.51,13.7,0.1899999999999995,0.027000000000000003,0.012,-0.015000000000000003,34311.0,35596.0,0.037,0.784,0.71,-0.094,
93455,13.5,13.77,0.2699999999999996,0.009000000000000001,0.018000000000000002,0.009000000000000001,37352.0,42513.0,0.138,0.836,0.836,0.0,
92870,13.5,13.76,0.2599999999999998,0.012,0.026000000000000002,0.014000000000000002,48166.0,53474.0,0.11,0.683,0.743,0.088,
95713,13.49,13.6,0.10999999999999943,0.002,0.011000000000000001,0.009000000000000001,8510.0,9920.0,0.166,0.93,0.938,0.009,
91504,13.49,13.91,0.41999999999999993,0.027999999999999997,0.024,-0.003999999999999997,25872.0,25544.0,-0.013,0.687,0.721,0.049,
95670,13.49,13.8,0.3100000000000005,0.03,0.044000000000000004,0.014000000000000005,49713.0,52886.0,0.064,0.709,0.657,-0.073,
91748,13.48,13.7,0.21999999999999886,0.027000000000000003,0.043,0.015999999999999993,46324.0,47859.0,0.033,0.28,0.241,-0.139,
91901,13.48,13.8,0.3200000000000003,0.004,0.006,0.002,16468.0,18184.0,0.104,0.881,0.88,-0.001,
94805,13.48,13.79,0.3099999999999987,0.13,0.15,0.01999999999999999,13973.0,14329.0,0.025,0.479,0.531,0.109,
92253,13.48,14.12,0.6399999999999988,0.008,0.006,-0.002,23970.0,38462.0,0.605,0.785,0.828,0.055,
94591,13.47,13.77,0.29999999999999893,0.045,0.046,0.0010000000000000009,51659.0,54530.0,0.056,0.397,0.383,-0.035,
92647,13.46,13.82,0.35999999999999943,0.018000000000000002,0.018000000000000002,0.0,58761.0,59741.0,0.017,0.702,0.717,0.021,
95703,13.45,13.93,0.4800000000000004,0.011000000000000001,0.022000000000000002,0.011000000000000001,1512.0,1065.0,-0.296,0.914,0.919,0.005,
95126,13.45,14.24,0.7900000000000009,0.073,0.079,0.006000000000000005,27021.0,34618.0,0.281,0.607,0.516,-0.15,
95448,13.45,13.99,0.5400000000000009,0.016,0.01,-0.006,17976.0,17078.0,-0.05,0.81,0.78,-0.037,
93422,13.43,13.93,0.5,0.004,0.013999999999999999,0.009999999999999998,29532.0,31899.0,0.08,0.892,0.895,0.003,
92555,13.43,13.23,-0.1999999999999993,0.009000000000000001,0.009000000000000001,0.0,12726.0,40419.0,2.176,0.628,0.487,-0.225,
91506,13.42,14.14,0.7200000000000006,0.013999999999999999,0.026000000000000002,0.012000000000000004,18530.0,18428.0,-0.006,0.762,0.728,-0.045,
95421,13.42,14.32,0.9000000000000004,0.006,0.006,0.0,1569.0,1537.0,-0.02,0.862,0.878,0.019,
94585,13.42,13.35,-0.07000000000000028,0.022000000000000002,0.03,0.007999999999999997,39260.0,29205.0,-0.256,0.525,0.358,-0.318,
95669,13.42,13.45,0.02999999999999936,0.004,0.003,-0.001,2214.0,2676.0,0.209,0.916,0.956,0.044,
90504,13.41,14.0,0.5899999999999999,0.023,0.018000000000000002,-0.0049999999999999975,31664.0,32777.0,0.035,0.471,0.4,-0.151,
91351,13.41,13.24,-0.16999999999999993,0.028999999999999998,0.04,0.011000000000000003,59257.0,32433.0,-0.453,0.762,0.718,-0.058,
93704,13.41,13.66,0.25,0.019,0.016,-0.002999999999999999,26565.0,26009.0,-0.021,0.705,0.691,-0.02,
95678,13.41,13.87,0.4599999999999991,0.013999999999999999,0.009000000000000001,-0.0049999999999999975,30597.0,41929.0,0.37,0.828,0.785,-0.052,
96001,13.41,13.84,0.4299999999999997,0.017,0.01,-0.007000000000000001,31585.0,34469.0,0.091,0.898,0.856,-0.047,
91780,13.4,13.83,0.4299999999999997,0.028999999999999998,0.036000000000000004,0.007000000000000006,32714.0,35274.0,0.078,0.489,0.273,-0.442,
92065,13.4,13.3,-0.09999999999999964,0.005,0.001,-0.004,33087.0,36039.0,0.089,0.863,0.893,0.035,
94599,13.39,14.43,1.0399999999999991,0.009000000000000001,0.008,-0.0010000000000000009,2870.0,3187.0,0.11,0.918,0.891,-0.029,
95610,13.39,13.37,-0.02000000000000135,0.018000000000000002,0.022000000000000002,0.004,43716.0,43572.0,-0.003,0.842,0.817,-0.03,
95688,13.39,13.64,0.25,0.004,0.008,0.004,32552.0,35820.0,0.1,0.797,0.73,-0.084,
95684,13.39,13.46,0.07000000000000028,0.017,0.053,0.036,2951.0,2980.0,0.01,0.934,0.939,0.005,
93063,13.38,13.94,0.5599999999999987,0.015,0.017,0.0020000000000000018,49011.0,56687.0,0.157,0.828,0.776,-0.063,
90713,13.38,13.79,0.40999999999999837,0.011000000000000001,0.015,0.003999999999999998,27549.0,28411.0,0.031,0.775,0.662,-0.146,
95821,13.38,13.59,0.20999999999999908,0.048,0.040999999999999995,-0.007000000000000006,35408.0,34439.0,-0.027,0.768,0.731,-0.048,
93710,13.38,13.45,0.06999999999999851,0.018000000000000002,0.032,0.013999999999999999,29327.0,33114.0,0.129,0.639,0.616,-0.036,
91745,13.38,13.69,0.3099999999999987,0.02,0.022000000000000002,0.0020000000000000018,53682.0,55237.0,0.029,0.41,0.456,0.112,
92101,13.37,14.84,1.4700000000000006,0.106,0.07,-0.03599999999999999,27494.0,35893.0,0.305,0.683,0.754,0.104,
90027,13.37,14.44,1.0700000000000003,0.107,0.111,0.0040000000000000036,48715.0,46025.0,-0.055,0.619,0.665,0.074,
95667,13.37,13.83,0.46000000000000085,0.015,0.008,-0.006999999999999999,34138.0,36639.0,0.073,0.918,0.897,-0.023,
95492,13.37,13.64,0.27000000000000135,0.009000000000000001,0.008,-0.0010000000000000009,23688.0,29629.0,0.251,0.792,0.767,-0.032,
95403,13.36,13.44,0.08000000000000007,0.021,0.018000000000000002,-0.002999999999999999,40258.0,44918.0,0.116,0.776,0.757,-0.024,
95356,13.36,13.74,0.3800000000000008,0.01,0.003,-0.007,26038.0,32794.0,0.259,0.763,0.676,-0.114,
91040,13.36,13.63,0.27000000000000135,0.022000000000000002,0.012,-0.010000000000000002,18748.0,20017.0,0.068,0.785,0.828,0.055,
94066,13.35,13.88,0.5300000000000011,0.08,0.106,0.025999999999999995,39546.0,42100.0,0.065,0.579,0.508,-0.123,
90638,13.33,13.76,0.4299999999999997,0.015,0.017,0.0020000000000000018,47548.0,49543.0,0.042,0.644,0.565,-0.123,
92587,13.33,13.32,-0.009999999999999787,0.009000000000000001,0.003,-0.006000000000000001,13135.0,16787.0,0.278,0.883,0.807,-0.086,
94931,13.33,14.02,0.6899999999999995,0.04,0.013999999999999999,-0.026000000000000002,7916.0,8570.0,0.083,0.841,0.803,-0.045,
96027,13.32,13.38,0.0600000000000005,0.01,0.013999999999999999,0.003999999999999998,2147.0,2462.0,0.147,0.887,0.905,0.02,
92865,13.32,13.88,0.5600000000000005,0.023,0.035,0.012000000000000004,18039.0,19715.0,0.093,0.726,0.708,-0.025,
93013,13.32,13.47,0.15000000000000036,0.028999999999999998,0.03,0.0010000000000000009,17402.0,15944.0,-0.084,0.759,0.803,0.058,
92028,13.32,13.32,0.0,0.013000000000000001,0.006,-0.007000000000000001,42236.0,48335.0,0.144,0.769,0.805,0.047,
91978,13.32,13.62,0.29999999999999893,0.026000000000000002,0.008,-0.018000000000000002,7843.0,9812.0,0.251,0.751,0.746,-0.007,
95503,13.31,13.63,0.3200000000000003,0.009000000000000001,0.011000000000000001,0.002,23557.0,24900.0,0.057,0.868,0.83,-0.044,
92325,13.3,13.53,0.22999999999999865,0.019,0.022000000000000002,0.0030000000000000027,10477.0,8318.0,-0.206,0.881,0.867,-0.016,
95833,13.3,13.44,0.1399999999999988,0.038,0.025,-0.012999999999999998,31414.0,39117.0,0.245,0.521,0.525,0.008,
92867,13.3,13.64,0.33999999999999986,0.035,0.03,-0.0050000000000000044,40914.0,44569.0,0.089,0.726,0.699,-0.037,
96150,13.29,13.51,0.22000000000000064,0.037000000000000005,0.027999999999999997,-0.009000000000000008,33024.0,28618.0,-0.133,0.809,0.782,-0.033,
95148,13.29,13.68,0.39000000000000057,0.018000000000000002,0.017,-0.0010000000000000009,44095.0,46993.0,0.066,0.278,0.215,-0.227,
92071,13.29,13.74,0.45000000000000107,0.017,0.012,-0.005000000000000001,53502.0,55362.0,0.035,0.865,0.829,-0.042,
92374,13.28,13.64,0.3600000000000012,0.016,0.013000000000000001,-0.002999999999999999,36658.0,40911.0,0.116,0.666,0.715,0.074,
94587,13.27,13.69,0.41999999999999993,0.062,0.08199999999999999,0.01999999999999999,66457.0,71675.0,0.079,0.3,0.212,-0.293,
90041,13.27,14.2,0.9299999999999997,0.061,0.057,-0.003999999999999997,27864.0,28439.0,0.021,0.482,0.543,0.127,
94558,13.27,13.44,0.16999999999999993,0.015,0.011000000000000001,-0.003999999999999998,63932.0,67967.0,0.063,0.826,0.842,0.019,
94519,13.27,13.64,0.370000000000001,0.083,0.115,0.032,18643.0,19927.0,0.069,0.77,0.747,-0.03,
94608,13.27,14.97,1.700000000000001,0.19399999999999998,0.248,0.05400000000000002,24572.0,26323.0,0.071,0.247,0.435,0.761,
92315,13.26,13.32,0.0600000000000005,0.004,0.004,0.0,5435.0,5236.0,-0.037,0.912,0.876,-0.039,
91724,13.26,13.66,0.40000000000000036,0.028999999999999998,0.044000000000000004,0.015000000000000006,25062.0,25405.0,0.014,0.665,0.575,-0.135,
95945,13.25,13.93,0.6799999999999997,0.013999999999999999,0.004,-0.009999999999999998,23979.0,25223.0,0.052,0.935,0.923,-0.013,
94303,13.25,14.16,0.9100000000000001,0.046,0.042,-0.003999999999999997,45483.0,47159.0,0.037,0.428,0.51,0.192,
92082,13.25,13.33,0.08000000000000007,0.003,0.006999999999999999,0.003999999999999999,14559.0,19825.0,0.362,0.781,0.808,0.035,
91324,13.24,13.84,0.5999999999999996,0.040999999999999995,0.044000000000000004,0.0030000000000000096,25731.0,29178.0,0.134,0.597,0.518,-0.132,
94515,13.24,13.44,0.1999999999999993,0.001,0.016,0.015,7370.0,7314.0,-0.008,0.807,0.807,0.0,
95827,13.24,13.54,0.29999999999999893,0.051,0.048,-0.0029999999999999957,19599.0,20294.0,0.035,0.626,0.666,0.064,
93022,13.24,13.61,0.3699999999999992,0.013000000000000001,0.004,-0.009000000000000001,6495.0,7069.0,0.088,0.868,0.897,0.033,
90712,13.23,13.7,0.46999999999999886,0.016,0.019,0.002999999999999999,30171.0,32015.0,0.061,0.653,0.542,-0.17,
93103,13.23,13.38,0.15000000000000036,0.055999999999999994,0.053,-0.0029999999999999957,20877.0,20271.0,-0.029,0.654,0.669,0.023,
90008,13.22,13.38,0.16000000000000014,0.11,0.139,0.029000000000000012,30840.0,33012.0,0.07,0.061,0.122,1.0,
92833,13.22,13.84,0.6199999999999992,0.031,0.037000000000000005,0.006000000000000005,46099.0,53309.0,0.156,0.535,0.403,-0.247,
94110,13.22,14.51,1.2899999999999991,0.363,0.377,0.014000000000000012,74633.0,71422.0,-0.043,0.524,0.608,0.16,
91791,13.22,13.57,0.34999999999999964,0.040999999999999995,0.033,-0.007999999999999993,30442.0,33174.0,0.09,0.51,0.436,-0.145,
95370,13.2,13.67,0.47000000000000064,0.009000000000000001,0.004,-0.005000000000000001,25331.0,26904.0,0.062,0.931,0.903,-0.03,
95969,13.2,13.67,0.47000000000000064,0.008,0.013000000000000001,0.005000000000000001,28304.0,27443.0,-0.03,0.935,0.932,-0.003,
93510,13.18,13.62,0.4399999999999995,0.006999999999999999,0.004,-0.002999999999999999,7813.0,7289.0,-0.067,0.876,0.834,-0.048,
96032,13.18,13.75,0.5700000000000003,0.017,0.004,-0.013000000000000001,2329.0,2339.0,0.004,0.891,0.797,-0.105,
93309,13.18,12.94,-0.2400000000000002,0.015,0.011000000000000001,-0.003999999999999998,58612.0,60631.0,0.034,0.706,0.718,0.017,
91910,13.17,13.13,-0.03999999999999915,0.044000000000000004,0.037000000000000005,-0.006999999999999999,74009.0,76797.0,0.038,0.571,0.714,0.25,
96094,13.17,13.89,0.7200000000000006,0.012,0.002,-0.01,5883.0,6370.0,0.083,0.825,0.86,0.042,
95242,13.17,13.64,0.47000000000000064,0.003,0.005,0.002,22071.0,26187.0,0.186,0.838,0.845,0.008,
95338,13.17,13.45,0.27999999999999936,0.013000000000000001,0.018000000000000002,0.005000000000000001,10218.0,11075.0,0.084,0.897,0.867,-0.033,
91792,13.15,13.36,0.20999999999999908,0.057999999999999996,0.040999999999999995,-0.017,31620.0,30102.0,-0.048,0.304,0.271,-0.109,
93001,13.15,13.52,0.3699999999999992,0.023,0.03,0.006999999999999999,32898.0,32360.0,-0.016,0.746,0.8,0.072,
95461,13.14,14.06,0.9199999999999999,0.005,0.011000000000000001,0.006000000000000001,7771.0,3318.0,-0.573,0.91,0.908,-0.002,
95212,13.14,12.95,-0.19000000000000128,0.01,0.006999999999999999,-0.003000000000000001,6934.0,25244.0,2.641,0.769,0.325,-0.577,
95621,13.13,13.31,0.17999999999999972,0.018000000000000002,0.02,0.0019999999999999983,41629.0,41474.0,-0.004,0.853,0.819,-0.04,
92057,13.13,13.35,0.21999999999999886,0.027999999999999997,0.026000000000000002,-0.001999999999999995,46881.0,55618.0,0.186,0.638,0.627,-0.017,
94605,13.12,13.6,0.4800000000000004,0.128,0.142,0.013999999999999985,42852.0,43168.0,0.007,0.204,0.274,0.343,
92111,13.12,13.63,0.5100000000000016,0.051,0.057999999999999996,0.006999999999999999,46821.0,47590.0,0.016,0.597,0.633,0.06,
93277,13.12,13.31,0.19000000000000128,0.009000000000000001,0.011000000000000001,0.002,44737.0,51849.0,0.159,0.805,0.836,0.039,
95382,13.11,13.68,0.5700000000000003,0.003,0.003,0.0,24691.0,37163.0,0.505,0.802,0.793,-0.011,
92584,13.11,13.53,0.41999999999999993,0.003,0.004,0.001,14061.0,46346.0,2.296,0.849,0.713,-0.16,
95659,13.11,13.37,0.2599999999999998,0.015,0.015,0.0,750.0,775.0,0.033,0.841,0.782,-0.07,
90601,13.11,13.4,0.2900000000000009,0.017,0.035,0.018000000000000002,32039.0,34143.0,0.066,0.594,0.554,-0.067,
95623,13.1,13.51,0.41000000000000014,0.009000000000000001,0.02,0.011,4096.0,4317.0,0.054,0.937,0.935,-0.002,
92026,13.1,13.2,0.09999999999999964,0.017,0.011000000000000001,-0.006,43426.0,49981.0,0.151,0.764,0.821,0.075,
92866,13.1,13.22,0.120000000000001,0.036000000000000004,0.021,-0.015000000000000003,15380.0,15473.0,0.006,0.734,0.687,-0.064,
92115,13.09,13.34,0.25,0.05,0.052000000000000005,0.0020000000000000018,56883.0,61718.0,0.085,0.567,0.618,0.09,
96003,13.09,13.6,0.5099999999999998,0.006999999999999999,0.012,0.005000000000000001,41463.0,44398.0,0.071,0.905,0.89,-0.017,
90039,13.08,14.19,1.1099999999999994,0.064,0.04,-0.024,29306.0,27843.0,-0.05,0.494,0.559,0.132,
94577,13.08,13.43,0.34999999999999964,0.114,0.109,-0.0050000000000000044,41867.0,45808.0,0.094,0.527,0.438,-0.169,
94509,13.07,12.78,-0.2900000000000009,0.043,0.07,0.02700000000000001,90879.0,63351.0,-0.303,0.654,0.567,-0.133,
95389,13.06,13.65,0.5899999999999999,0.027999999999999997,0.127,0.099,1740.0,1312.0,-0.246,0.806,0.898,0.114,
92139,13.06,13.1,0.03999999999999915,0.016,0.03,0.013999999999999999,36341.0,37450.0,0.031,0.29,0.437,0.507,
92307,13.06,13.31,0.25,0.006999999999999999,0.01,0.003000000000000001,31859.0,38204.0,0.199,0.779,0.792,0.017,
91016,13.06,13.87,0.8099999999999987,0.028999999999999998,0.026000000000000002,-0.0029999999999999957,41050.0,42235.0,0.029,0.631,0.6,-0.049,
93433,13.06,13.16,0.09999999999999964,0.004,0.009000000000000001,0.005000000000000001,13099.0,13337.0,0.018,0.798,0.817,0.024,
92563,13.05,13.85,0.7999999999999989,0.008,0.002,-0.006,18303.0,57605.0,2.147,0.772,0.593,-0.232,
93536,13.05,13.26,0.20999999999999908,0.01,0.01,0.0,49303.0,71313.0,0.446,0.701,0.691,-0.014,
93907,13.05,12.96,-0.08999999999999986,0.003,0.0,-0.003,22278.0,21812.0,-0.021,0.674,0.731,0.085,
93427,13.05,13.73,0.6799999999999997,0.013999999999999999,0.021,0.007000000000000003,4630.0,5279.0,0.14,0.808,0.763,-0.056,
90746,13.04,13.7,0.6600000000000001,0.035,0.034,-0.0010000000000000009,25561.0,26738.0,0.046,0.132,0.17,0.288,
95631,13.03,13.72,0.6900000000000013,0.009000000000000001,0.006999999999999999,-0.0020000000000000018,5703.0,5910.0,0.036,0.929,0.955,0.028,
92104,13.03,14.25,1.2200000000000006,0.08900000000000001,0.051,-0.03800000000000001,47688.0,44590.0,-0.065,0.565,0.733,0.297,
93514,13.03,13.46,0.4300000000000015,0.009000000000000001,0.006,-0.003000000000000001,13304.0,14472.0,0.088,0.822,0.854,0.039,
91104,13.03,13.84,0.8100000000000005,0.052000000000000005,0.055,0.0029999999999999957,38449.0,38421.0,-0.001,0.541,0.694,0.283,
94533,13.03,12.72,-0.3099999999999987,0.021,0.023,0.0019999999999999983,77666.0,70634.0,-0.091,0.545,0.435,-0.202,
96097,13.02,13.11,0.08999999999999986,0.004,0.009000000000000001,0.005000000000000001,9528.0,9790.0,0.027,0.875,0.805,-0.08,
94513,13.02,13.78,0.7599999999999998,0.026000000000000002,0.026000000000000002,0.0,26560.0,56929.0,1.143,0.741,0.75,0.012,
95841,13.01,13.06,0.05000000000000071,0.027000000000000003,0.016,-0.011000000000000003,20975.0,19361.0,-0.077,0.772,0.715,-0.074,
93101,13.01,13.21,0.20000000000000107,0.063,0.10099999999999999,0.03799999999999999,31717.0,32860.0,0.036,0.656,0.697,0.063,
93933,13.01,13.51,0.5,0.02,0.033,0.013000000000000001,21750.0,22696.0,0.043,0.491,0.545,0.11,
92880,13.01,13.79,0.7799999999999994,0.013999999999999999,0.011000000000000001,-0.0029999999999999975,16990.0,61187.0,2.601,0.688,0.536,-0.221,
95355,13.0,13.38,0.3800000000000008,0.012,0.022000000000000002,0.010000000000000002,47605.0,59955.0,0.259,0.786,0.757,-0.037,
95209,13.0,13.55,0.5500000000000007,0.009000000000000001,0.015,0.005999999999999998,30812.0,41459.0,0.346,0.562,0.518,-0.078,
92262,12.99,13.69,0.6999999999999993,0.024,0.026000000000000002,0.0020000000000000018,24906.0,26693.0,0.072,0.74,0.754,0.019,
95687,12.99,13.44,0.4499999999999993,0.008,0.01,0.002,63144.0,65781.0,0.042,0.697,0.634,-0.09,
92557,12.99,12.81,-0.17999999999999972,0.015,0.017,0.0020000000000000018,46197.0,51871.0,0.123,0.528,0.587,0.112,
95834,12.99,13.88,0.8900000000000006,0.031,0.043,0.011999999999999997,8392.0,23986.0,1.858,0.447,0.409,-0.085,
94560,12.98,13.54,0.5599999999999987,0.034,0.046,0.011999999999999997,42471.0,43635.0,0.027,0.522,0.379,-0.274,
94401,12.98,13.36,0.379999999999999,0.07400000000000001,0.087,0.012999999999999984,32484.0,36838.0,0.134,0.577,0.59,0.023,
91740,12.98,13.35,0.3699999999999992,0.025,0.031,0.005999999999999998,25117.0,26324.0,0.048,0.743,0.746,0.004,
91304,12.97,13.25,0.27999999999999936,0.048,0.064,0.016,49226.0,53517.0,0.087,0.609,0.493,-0.19,
93446,12.97,13.42,0.4499999999999993,0.006999999999999999,0.015,0.008,35578.0,44288.0,0.245,0.823,0.826,0.004,
92040,12.96,13.35,0.3899999999999988,0.016,0.009000000000000001,-0.006999999999999999,42267.0,42323.0,0.001,0.883,0.875,-0.009,
90717,12.95,13.37,0.41999999999999993,0.021,0.045,0.023999999999999997,21060.0,21612.0,0.026,0.653,0.608,-0.069,
95401,12.95,12.97,0.02000000000000135,0.022000000000000002,0.019,-0.0030000000000000027,36120.0,38604.0,0.069,0.741,0.784,0.058,
