zip,Median_Income_2000,Median_Income_2014,Median_Rent_2000,Median_Rent_2014,Total_Pop_2000,Total_Pop_2014,White_Pop_2000,White_Pop_2014,Outcome
95670,"$45,897","$55,656",$660,$951,49713,52886,70.9%,65.7%,
93505,"$45,868","$57,731",$529,$856,8311,13232,68.1%,69.3%,
95959,"$45,803","$58,913",$734,"$1,126",17267,17013,93.8%,90.1%,
90291,"$45,769","$81,025",$848,"$1,718",31018,27803,71.5%,80.0%,
92339,"$45,766","$45,147",$751,$921,943,997,76.7%,96.2%,
93015,"$45,732","$56,567",$754,"$1,122",15999,17423,54.6%,75.9%,
93555,"$45,722","$62,533",$498,$849,29762,32967,83.2%,78.3%,
90305,"$45,711","$62,558",$714,"$1,216",13763,15501,4.8%,9.7%,
95608,"$45,693","$55,256",$643,$925,58819,60729,86.0%,79.9%,
95425,"$45,681","$57,400",$735,"$1,130",9196,10699,79.5%,81.3%,
92069,"$45,647","$52,457",$792,"$1,223",52658,47130,67.7%,71.0%,
90039,"$45,615","$67,170",$734,"$1,330",29306,27843,49.4%,55.9%,
92346,"$45,560","$59,995",$612,$984,48227,58845,60.5%,60.0%,
92374,"$45,516","$66,590",$672,"$1,123",36658,40911,66.6%,71.5%,
93541,"$45,500","$53,750",$483,"$1,049",488,651,73.4%,63.6%,
94511,"$45,450","$36,845",$646,"$1,199",2362,2158,90.0%,93.7%,
92706,"$45,435","$58,500",$757,"$1,190",37871,36585,48.9%,40.1%,
95610,"$45,423","$50,536",$710,$989,43716,43572,84.2%,81.7%,
95076,"$45,354","$56,671",$761,"$1,238",81136,84587,52.1%,73.1%,
92866,"$45,307","$62,589",$843,"$1,361",15380,15473,73.4%,68.7%,
92358,"$45,273","$71,000",$582,"$1,146",1077,1127,88.8%,85.8%,
92868,"$45,267","$63,610",$855,"$1,571",23152,27353,61.3%,49.1%,
93428,"$45,243","$63,514",$864,"$1,346",6515,6348,91.3%,91.7%,
93668,"$45,208","$38,665",$385,$950,1114,1215,56.9%,84.4%,
92109,"$45,202","$67,025",$872,"$1,433",46071,45304,87.4%,91.7%,
94571,"$45,142","$61,563",$705,"$1,257",5233,8171,85.9%,77.4%,
95828,"$45,137","$45,439",$722,"$1,108",54862,61490,41.0%,35.9%,
95355,"$45,115","$56,646",$665,"$1,073",47605,59955,78.6%,75.7%,
92831,"$45,102","$57,333",$794,"$1,292",34589,35316,65.2%,63.7%,
95361,"$45,102","$57,652",$583,"$1,025",25369,32544,85.8%,89.2%,
90066,"$45,089","$68,346",$780,"$1,434",55194,58337,60.8%,62.9%,
95064,"$45,054","$60,536",$780,"$1,500",4559,8425,65.9%,61.9%,
95684,"$45,000","$52,292",$730,"$1,112",2951,2980,93.4%,93.9%,
95329,"$44,861","$58,191",$790,"$1,200",1736,2654,88.7%,85.0%,
92503,"$44,829","$55,051",$672,"$1,165",71670,92959,60.4%,58.5%,
94578,"$44,723","$49,095",$838,"$1,171",36565,38629,44.1%,47.0%,
95833,"$44,674","$55,827",$728,"$1,102",31414,39117,52.1%,52.5%,
92325,"$44,647","$47,394",$698,$907,10477,8318,88.1%,86.7%,
95975,"$44,643","$57,969",$671,"$1,312",1595,2072,92.5%,87.6%,
95367,"$44,621","$59,056",$684,"$1,070",16514,24045,67.9%,78.9%,
92061,"$44,615","$68,333",$494,"$1,409",2607,1824,54.7%,62.3%,
95223,"$44,563","$62,056",$626,"$1,042",5142,3042,95.1%,92.9%,
93453,"$44,545","$51,520",$725,"$1,173",2678,3486,90.6%,92.6%,
90701,"$44,500","$60,544",$795,"$1,382",16380,16698,44.2%,39.9%,
95612,"$44,500","$53,194",$421,$817,1401,1045,72.4%,92.1%,
90249,"$44,451","$50,996",$640,"$1,034",26433,27451,28.0%,27.0%,
90606,"$44,440","$63,833",$745,"$1,231",32143,32978,52.9%,50.0%,
93271,"$44,432","$43,913",$629,$743,2313,2278,90.1%,92.0%,
95674,"$44,432","$74,583",$513,"$1,063",929,922,85.2%,80.7%,
95372,"$44,394","$79,457",$754,"$1,139",1518,1969,92.0%,94.0%,
92084,"$44,322","$50,401",$733,"$1,201",44677,48275,68.7%,84.3%,
92371,"$44,322","$50,744",$768,"$1,013",12449,14729,80.8%,85.3%,
94515,"$44,320","$62,182",$733,"$1,151",7370,7314,80.7%,80.7%,
91746,"$44,189","$59,502",$770,"$1,339",30795,29420,44.1%,47.8%,
93614,"$44,161","$50,858",$835,"$1,103",9391,10865,92.0%,90.6%,
95673,"$44,145","$50,854",$666,"$1,189",14007,14773,82.8%,71.2%,
95470,"$44,112","$58,810",$685,"$1,107",5975,6874,84.5%,83.0%,
92832,"$44,037","$58,853",$808,"$1,309",24501,25247,57.8%,59.9%,
93277,"$44,015","$51,056",$579,$937,44737,51849,80.5%,83.6%,
93222,"$43,875","$45,551",$739,"$1,332",1520,1681,90.7%,92.3%,
95326,"$43,867","$54,366",$545,"$1,014",6808,9487,75.3%,86.7%,
93543,"$43,864","$57,588",$743,"$1,452",11184,13578,64.0%,43.7%,
95237,"$43,864","$46,575",$607,"$1,188",3190,2999,78.1%,90.6%,
96148,"$43,859","$52,841",$640,$857,669,781,74.0%,89.8%,
94559,"$43,846","$58,363",$766,"$1,222",26891,27062,78.9%,81.3%,
95337,"$43,813","$66,711",$726,"$1,182",19847,31399,74.0%,69.6%,
91501,"$43,750","$62,500",$827,"$1,442",18096,19829,71.8%,74.4%,
95646,"$43,750","$39,375",$280,$745,123,98,87.8%,60.2%,
94806,"$43,649","$52,173",$791,"$1,184",55719,60101,33.5%,47.9%,
94703,"$43,640","$58,613",$718,"$1,303",19743,21421,50.4%,59.7%,
90241,"$43,557","$56,059",$727,"$1,197",40138,43596,56.0%,60.3%,
95407,"$43,533","$53,652",$817,"$1,266",30868,40657,60.2%,61.1%,
92561,"$43,487","$78,630",$490,$942,1495,1600,85.2%,88.5%,
94109,"$43,444","$63,173",$843,"$1,427",56322,54768,61.5%,59.2%,
96114,"$43,405","$69,688",$580,$856,3089,3315,92.8%,97.0%,
95247,"$43,396","$48,287",$596,"$1,238",4338,4689,94.0%,96.1%,
96087,"$43,393","$27,727",$756,$195,524,525,93.3%,99.4%,
93960,"$43,377","$47,098",$613,"$1,094",13001,27212,34.3%,70.8%,
92260,"$43,299","$50,309",$735,"$1,113",29322,32855,87.0%,84.6%,
95460,"$43,295","$49,470",$594,"$1,029",2223,2338,94.7%,88.8%,
96008,"$43,281","$53,419",$550,$868,894,1128,94.0%,71.8%,
93722,"$43,256","$54,381",$605,"$1,076",60879,80455,57.0%,55.4%,
95695,"$43,237","$52,274",$632,$895,38537,38790,70.2%,75.5%,
95461,"$43,200","$52,143",$677,"$1,073",7771,3318,91.0%,90.8%,
93060,"$43,166","$54,782",$682,"$1,123",32509,33836,56.1%,72.7%,
90248,"$43,125","$51,956",$682,"$1,134",9944,9936,29.9%,31.1%,
93430,"$43,040","$52,329",$709,"$1,308",3212,2735,93.0%,93.3%,
93001,"$43,023","$54,945",$756,"$1,230",32898,32360,74.6%,80.0%,
95466,"$43,015","$50,500",$492,$682,1098,913,72.0%,89.7%,
91910,"$42,970","$54,640",$693,"$1,189",74009,76797,57.1%,71.4%,
92154,"$42,970","$60,162",$740,"$1,331",68764,86740,43.6%,68.6%,
90242,"$42,956","$57,095",$725,"$1,233",42444,43199,48.1%,54.3%,
95669,"$42,955","$64,479",$654,"$1,089",2214,2676,91.6%,95.6%,
95827,"$42,910","$50,528",$762,"$1,123",19599,20294,62.6%,66.6%,
95982,"$42,903","$63,816",$536,$933,3176,3251,85.5%,92.3%,
95834,"$42,890","$56,651",$681,"$1,031",8392,23986,44.7%,40.9%,
93452,"$42,885","$34,769",$695,$820,470,721,79.4%,64.6%,
93602,"$42,885","$59,125",$547,$856,3455,4207,84.8%,86.9%,
91042,"$42,882","$57,640",$663,"$1,147",26738,28126,71.7%,71.4%,
92843,"$42,872","$52,536",$818,"$1,246",43486,44468,37.4%,34.1%,
92111,"$42,774","$55,635",$766,"$1,311",46821,47590,59.7%,63.3%,
92107,"$42,660","$66,825",$768,"$1,320",27956,26947,88.1%,91.2%,
92108,"$42,626","$65,297",$947,"$1,740",11640,19245,75.1%,69.0%,
93292,"$42,622","$51,341",$581,$998,30393,38825,72.3%,81.1%,
95621,"$42,584","$51,827",$747,"$1,118",41629,41474,85.3%,81.9%,
95826,"$42,562","$53,648",$686,$963,38799,38378,67.7%,67.3%,
95681,"$42,543","$44,464",$647,"$1,500",1216,1475,80.5%,89.1%,
95547,"$42,500","$56,081",$541,$933,1196,1347,91.6%,88.8%,
95918,"$42,467","$77,583",$419,"$1,190",1467,1805,91.1%,75.2%,
95228,"$42,466","$61,250",$654,"$1,539",2624,4576,89.8%,94.6%,
93635,"$42,460","$45,056",$552,"$1,066",29120,39439,58.7%,78.0%,
91942,"$42,443","$52,354",$831,"$1,289",24000,39438,83.3%,74.5%,
93446,"$42,309","$64,974",$650,"$1,156",35578,44288,82.3%,82.6%,
90710,"$42,299","$54,630",$642,"$1,058",24640,27550,46.4%,51.5%,
93933,"$42,231","$53,955",$781,"$1,170",21750,22696,49.1%,54.5%,
92655,"$42,218","$45,568",$760,"$1,328",8657,9139,45.6%,38.7%,
92844,"$42,218","$48,345",$848,"$1,385",23465,24314,31.1%,27.1%,
90717,"$42,182","$56,245",$774,"$1,231",21060,21612,65.3%,60.8%,
93901,"$42,177","$49,491",$706,"$1,077",35723,26438,55.9%,80.7%,
93664,"$42,167","$96,563",$455,"$1,092",637,703,97.2%,92.3%,
90501,"$42,117","$59,878",$694,"$1,213",40697,43407,48.2%,41.3%,
95616,"$42,110","$45,332",$763,"$1,195",67407,48106,69.2%,61.1%,
91702,"$42,108","$54,769",$756,"$1,215",57765,60475,51.7%,42.1%,
91723,"$42,100","$60,532",$726,"$1,202",17552,20010,63.6%,50.9%,
90740,"$42,067","$53,677","$1,033","$1,576",24177,24288,88.8%,81.1%,
93426,"$42,045","$57,014",$519,"$1,125",1348,1522,87.3%,88.5%,
95456,"$42,045","$38,750",$634,$683,877,600,94.8%,93.2%,
93560,"$42,029","$56,875",$540,"$1,013",14926,19189,72.2%,66.4%,
93436,"$41,952","$54,980",$658,"$1,010",51736,55176,69.4%,67.8%,
95640,"$41,910","$56,696",$682,"$1,108",9734,10681,65.9%,79.0%,
92804,"$41,887","$52,408",$792,"$1,307",81317,85969,51.6%,48.9%,
91766,"$41,876","$48,896",$661,"$1,179",69968,71851,39.8%,67.2%,
95960,"$41,875","$29,250",$592,"$1,070",554,974,92.4%,83.9%,
91104,"$41,815","$70,811",$705,"$1,274",38449,38421,54.1%,69.4%,
90814,"$41,808","$55,111",$694,"$1,184",19014,18789,67.4%,76.6%,
91343,"$41,786","$55,238",$634,"$1,165",57001,61976,51.3%,53.7%,
92505,"$41,756","$55,947",$707,"$1,216",38442,49064,57.0%,72.3%,
92307,"$41,728","$57,124",$562,$976,31859,38204,77.9%,79.2%,
90621,"$41,716","$56,219",$804,"$1,327",33525,35478,44.5%,53.4%,
93041,"$41,714","$52,371",$811,"$1,492",25617,23998,58.2%,70.0%,
91206,"$41,674","$52,077",$776,"$1,276",31284,33706,64.6%,74.5%,
91706,"$41,621","$51,234",$723,"$1,210",76889,77692,40.2%,35.6%,
91020,"$41,580","$67,652",$768,"$1,328",7515,9249,71.2%,59.6%,
90680,"$41,578","$47,796",$819,"$1,284",29679,30770,50.0%,50.4%,
94804,"$41,573","$49,541",$722,"$1,179",39080,40941,26.7%,39.9%,
93926,"$41,538","$51,044",$659,"$1,210",9019,9128,33.4%,92.6%,
90660,"$41,491","$56,607",$700,"$1,235",63277,63686,49.5%,49.8%,
92345,"$41,423","$42,323",$631,"$1,004",68501,81049,75.2%,76.5%,
92802,"$41,408","$51,365",$786,"$1,283",45074,43743,48.2%,71.6%,
90260,"$41,404","$51,769",$791,"$1,350",33299,35854,43.9%,54.7%,
93955,"$41,386","$52,420",$810,"$1,469",38232,34084,46.3%,56.5%,
93651,"$41,341","$90,179",$375,"$1,038",1309,1569,90.3%,97.5%,
91352,"$41,322","$49,088",$656,"$1,161",46624,46874,49.4%,76.6%,
94305,"$41,313","$51,976",$843,"$1,524",13371,13538,60.6%,59.0%,
93920,"$41,304","$57,670",$846,$906,996,839,87.6%,92.0%,
91803,"$41,303","$56,632",$704,"$1,183",30629,30586,31.6%,26.4%,
91755,"$41,295","$52,517",$723,"$1,283",26925,27305,19.5%,17.1%,
95012,"$41,200","$52,015",$685,$974,8562,10470,43.4%,71.7%,
95973,"$41,111","$56,541",$612,$926,26954,33511,86.5%,86.4%,
93040,"$41,098","$45,877",$586,$895,1449,2037,52.6%,72.2%,
95112,"$41,014","$49,454",$853,"$1,207",52331,57503,43.2%,44.5%,
95634,"$41,004","$59,844",$647,"$1,138",2709,3143,93.1%,93.2%,
94520,"$41,002","$47,656",$800,"$1,191",36174,38743,59.2%,63.9%,
95465,"$40,994","$68,636",$650,"$1,272",1878,2328,91.8%,97.9%,
94133,"$40,990","$53,150",$731,"$1,316",26827,27662,39.6%,41.4%,
95321,"$40,956","$45,947",$671,$850,3663,3461,92.7%,95.7%,
95324,"$40,941","$51,286",$632,$954,7157,7733,77.8%,89.9%,
92328,"$40,938","$34,750",$382,$404,442,281,82.8%,91.1%,
93117,"$40,901","$55,801",$886,"$1,450",49970,55064,73.2%,68.1%,
92359,"$40,820","$53,807",$528,$859,7306,8298,75.5%,74.5%,
93516,"$40,800","$30,708",$468,$710,2231,2271,84.6%,71.6%,
91335,"$40,792","$51,398",$700,"$1,211",68002,77952,57.6%,71.1%,
90602,"$40,695","$47,622",$678,"$1,068",26253,26676,52.3%,50.6%,
92703,"$40,674","$50,047",$815,"$1,335",70003,69890,39.5%,34.5%,
92110,"$40,642","$60,920",$788,"$1,366",24149,28006,81.0%,80.0%,
92504,"$40,583","$57,052",$713,"$1,148",46533,53960,63.7%,77.3%,
95316,"$40,568","$67,639",$582,$916,5496,6733,80.5%,94.9%,
91607,"$40,565","$52,274",$731,"$1,278",27439,29591,74.5%,77.5%,
95315,"$40,505","$44,771",$598,$976,10141,12381,53.5%,57.4%,
95410,"$40,491","$37,703",$867,$677,1035,886,92.4%,89.1%,
95043,"$40,469","$62,500",$538,"$1,134",806,636,80.7%,84.6%,
95627,"$40,459","$57,664",$709,"$1,076",2753,3498,65.8%,69.1%,
96120,"$40,441","$61,157",$691,$743,948,1091,69.4%,72.2%,
95970,"$40,417","$57,639",$452,$692,489,482,82.6%,91.5%,
91340,"$40,398","$55,217",$672,"$1,183",33373,35455,40.8%,67.0%,
95230,"$40,284","$46,250",$381,$403,589,635,76.9%,54.2%,
91754,"$40,267","$56,767",$723,"$1,226",33263,33622,22.8%,20.1%,
93265,"$40,256","$60,587",$453,$438,3527,2892,91.6%,93.1%,
95842,"$40,244","$44,542",$692,$983,31369,31671,70.2%,64.4%,
95962,"$40,238","$59,832",$639,$732,1512,1285,91.3%,97.7%,
91763,"$40,230","$49,056",$666,"$1,101",34437,37432,44.9%,42.3%,
95303,"$40,192","$44,792",$490,$777,798,1019,63.9%,79.2%,
93626,"$40,170","$26,958",$503,"$1,300",1119,813,88.0%,92.4%,
95912,"$40,115","$50,764",$462,$985,4795,4550,59.3%,83.7%,
92021,"$40,103","$50,035",$694,"$1,135",61868,66854,79.9%,80.5%,
92571,"$40,097","$51,116",$726,"$1,407",26355,54825,42.6%,38.5%,
93309,"$40,084","$47,369",$590,$907,58612,60631,70.6%,71.8%,
96150,"$40,076","$47,500",$658,$913,33024,28618,80.9%,78.2%,
93631,"$40,064","$58,381",$533,$788,14077,16844,69.8%,73.4%,
95471,"$40,063","$43,854",$675,"$1,480",296,528,86.2%,96.0%,
91767,"$40,057","$49,206",$644,"$1,118",46614,49027,41.5%,70.1%,
95642,"$40,019","$43,981",$632,$949,6193,6619,93.6%,88.4%,
92407,"$40,018","$51,702",$675,"$1,116",49349,60118,53.2%,61.6%,
91762,"$39,972","$50,707",$665,"$1,155",54243,56148,49.6%,53.8%,
91945,"$39,906","$52,376",$711,"$1,153",24953,26027,59.5%,58.7%,
95446,"$39,906","$43,564",$738,"$1,073",4893,4419,88.4%,87.0%,
90704,"$39,840","$55,882",$802,"$1,339",3696,3952,70.8%,83.7%,
90404,"$39,821","$65,035",$730,"$1,427",19956,21641,63.0%,71.9%,
93424,"$39,792","$77,679",$774,"$1,092",797,853,95.1%,96.6%,
92801,"$39,789","$47,672",$823,"$1,326",60541,63883,48.5%,52.9%,
93535,"$39,747","$42,835",$688,"$1,139",57791,73282,60.8%,64.2%,
93930,"$39,672","$42,454",$640,"$1,043",14464,16843,47.7%,83.6%,
95623,"$39,638","$55,878",$675,"$1,060",4096,4317,93.7%,93.5%,
92805,"$39,609","$54,422",$755,"$1,320",68796,70839,48.8%,79.6%,
92250,"$39,583","$43,264",$492,$755,8058,8461,59.1%,70.8%,
92103,"$39,578","$65,793",$710,"$1,214",30186,31927,85.5%,85.3%,
95619,"$39,575","$60,660",$683,"$1,501",4414,4937,89.1%,92.7%,
95386,"$39,552","$47,868",$538,$883,8303,10066,74.2%,75.9%,
93225,"$39,530","$44,111",$632,$956,4481,5572,88.6%,93.2%,
93437,"$39,444","$61,308",$814,"$1,625",6152,3464,72.3%,65.8%,
95818,"$39,412","$58,272",$503,$811,21298,20135,60.8%,72.0%,
95443,"$39,375","$15,529",$758,$678,159,268,87.4%,100.0%,
90706,"$39,362","$49,360",$704,"$1,177",72878,77455,46.1%,41.1%,
91906,"$39,359","$58,353",$708,$870,3122,3644,73.0%,86.4%,
92530,"$39,344","$49,552",$621,"$1,130",38514,51816,69.1%,59.4%,
95668,"$39,306","$65,938",$513,"$1,200",892,752,85.7%,91.1%,
93451,"$39,301","$54,205",$532,"$1,137",2664,4187,74.6%,73.9%,
94702,"$39,290","$59,628",$685,"$1,219",15629,16868,44.6%,55.7%,
92399,"$39,286","$59,302",$610,"$1,094",41566,54056,85.4%,82.2%,
91331,"$39,225","$51,345",$659,"$1,292",97300,102367,37.0%,62.5%,
95360,"$39,225","$42,213",$530,$956,8485,11756,61.6%,85.2%,
92264,"$39,173","$43,703",$657,$992,18869,19754,84.4%,85.7%,
95692,"$39,167","$62,043",$474,$885,3589,4812,77.8%,74.0%,
91764,"$39,098","$51,060",$745,"$1,273",49461,54078,45.3%,59.2%,
93243,"$39,091","$60,724",$679,$778,1229,1720,76.5%,89.1%,
92354,"$39,086","$63,871",$668,"$1,098",18062,21555,53.3%,47.2%,
95519,"$39,058","$50,051",$597,$997,15918,18496,88.0%,86.1%,
93454,"$39,007","$52,564",$706,"$1,158",30522,37362,74.7%,69.4%,
95358,"$38,993","$49,567",$622,"$1,109",30665,31709,60.2%,68.4%,
96096,"$38,977","$58,889",$488,$725,824,814,91.8%,91.0%,
92234,"$38,964","$43,170",$699,"$1,145",43129,52534,65.6%,75.6%,
92025,"$38,828","$45,433",$690,"$1,122",49273,49734,63.3%,83.6%,
90640,"$38,773","$47,436",$697,"$1,142",62416,63400,46.8%,66.7%,
93675,"$38,768","$63,105",$503,$842,3138,2808,88.3%,83.8%,
93652,"$38,750","$22,917",$375,$767,245,288,55.5%,44.4%,
95318,"$38,750","$102,872",$376,"$1,057",575,601,88.2%,90.0%,
93101,"$38,714","$54,945",$875,"$1,397",31717,32860,65.6%,69.7%,
93306,"$38,711","$52,203",$569,$941,53466,68910,64.5%,71.4%,
93601,"$38,688","$61,466",$571,$634,1957,2457,88.7%,95.3%,
93245,"$38,652","$51,280",$547,$970,30402,37062,60.6%,64.5%,
94709,"$38,613","$59,150",$807,"$1,425",10140,12030,68.2%,62.5%,
92553,"$38,554","$42,984",$684,"$1,160",61203,73803,41.9%,55.1%,
93591,"$38,482","$39,880",$737,"$1,118",6775,6558,61.1%,52.7%,
93927,"$38,445","$52,233",$646,"$1,129",14189,17697,41.4%,72.3%,
95450,"$38,438","$51,389","$1,000",$689,424,228,83.7%,86.8%,
95536,"$38,438","$50,227",$568,$954,2954,3078,91.4%,95.7%,
93445,"$38,408","$50,000",$671,"$1,086",7422,7168,68.7%,75.4%,
95379,"$38,405","$54,792",$588,$918,3970,3837,88.6%,87.3%,
96130,"$38,386","$54,527",$584,$919,19433,21920,79.2%,68.9%,
95019,"$38,378","$38,491",$669,"$1,089",4734,7374,39.3%,61.1%,
96143,"$38,366","$40,340",$688,$985,4802,3855,74.0%,90.0%,
92316,"$38,290","$48,788",$661,"$1,096",25987,31720,52.3%,55.4%,
90065,"$38,271","$52,794",$629,"$1,116",47524,46254,41.9%,47.0%,
91801,"$38,229","$51,225",$727,"$1,232",54381,53792,29.2%,22.9%,
95462,"$38,227","$37,083",$720,$931,1524,1216,91.8%,85.7%,
92392,"$38,199","$56,277",$613,"$1,225",63228,56461,65.1%,68.7%,
91101,"$38,187","$58,365",$744,"$1,374",16809,21098,53.9%,59.3%,
91201,"$38,179","$50,526",$758,"$1,326",23978,22985,65.6%,79.3%,
91776,"$38,085","$48,302",$746,"$1,251",38032,37378,28.9%,17.7%,
92086,"$38,077","$33,375",$572,$968,1185,1335,83.5%,78.3%,
92320,"$38,057","$42,212",$646,"$1,007",7323,8097,89.2%,90.0%,
93224,"$38,056","$42,273",$555,$703,608,429,91.9%,94.6%,
96022,"$38,049","$52,154",$583,"$1,064",12347,17488,90.2%,89.3%,
91911,"$38,010","$48,891",$706,"$1,210",71124,83710,52.6%,76.5%,
95307,"$38,003","$45,631",$597,$974,32874,42470,67.9%,73.1%,
93514,"$37,969","$51,250",$548,$863,13304,14472,82.2%,85.4%,
93433,"$37,930","$49,418",$748,"$1,152",13099,13337,79.8%,81.7%,
95313,"$37,917","$35,476",$475,$708,1501,1006,70.6%,100.0%,
91770,"$37,896","$47,078",$724,"$1,168",61605,63119,27.3%,22.9%,
95301,"$37,831","$48,488",$524,$895,27794,38007,59.2%,63.9%,
95420,"$37,813","$51,618",$588,$868,317,442,88.0%,81.9%,
95322,"$37,766","$40,732",$494,$812,7868,8727,68.8%,89.1%,
91905,"$37,727","$63,722",$525,$629,1496,1370,74.7%,71.0%,
95370,"$37,714","$48,912",$608,$926,25331,26904,93.1%,90.3%,
95350,"$37,671","$40,461",$612,$956,52862,50676,74.4%,77.1%,
95245,"$37,635","$62,424",$594,$987,2714,2064,93.2%,97.2%,
93526,"$37,604","$51,250",$506,$747,723,714,83.0%,76.9%,
92311,"$37,591","$45,889",$514,$763,31273,32831,61.6%,65.8%,
92376,"$37,568","$44,965",$619,"$1,058",75875,85647,37.6%,63.2%,
95564,"$37,500","$53,056",$564,"$1,000",389,500,88.2%,90.2%,
92314,"$37,487","$46,518",$643,"$1,029",9882,10572,90.4%,91.2%,
93550,"$37,484","$38,502",$589,$992,67213,74203,51.1%,35.1%,
93210,"$37,434","$50,290",$460,$744,18033,21303,53.2%,61.4%,
91786,"$37,431","$51,105",$697,"$1,165",48807,52152,62.9%,54.1%,
90046,"$37,398","$56,337",$773,"$1,403",49831,51329,85.8%,80.0%,
93527,"$37,361","$52,123",$474,$968,2196,1914,90.4%,92.4%,
92333,"$37,344","$38,229",$628,"$1,393",409,640,91.2%,100.0%,
95641,"$37,305","$38,750",$568,$815,2004,1732,75.8%,79.3%,
92394,"$37,301","$51,500",$550,"$1,187",12073,34479,57.0%,48.0%,
92203,"$37,250","$68,027",$608,"$1,249",2730,27466,62.8%,70.7%,
90034,"$37,231","$56,743",$809,"$1,402",58199,58968,46.3%,61.0%,
92020,"$37,230","$49,851",$671,"$1,101",55266,58305,73.8%,73.9%,
93067,"$37,227","$75,862","$1,125","$1,150",561,641,93.9%,74.7%,
93230,"$37,224","$53,008",$560,$917,53201,66316,64.6%,79.2%,
91406,"$37,178","$50,381",$679,"$1,130",50041,53528,55.1%,49.1%,
93401,"$37,176","$52,906",$715,"$1,225",27034,27920,86.5%,84.5%,
95666,"$37,175","$53,281",$705,"$1,171",5496,5533,95.3%,90.5%,
95645,"$37,167","$42,576",$508,$814,1776,2110,56.8%,69.9%,
94124,"$37,146","$49,594",$554,$915,33170,35201,9.6%,16.2%,
91752,"$37,110","$62,372",$590,"$1,243",18971,28649,65.4%,57.5%,
92544,"$37,086","$42,084",$570,$965,39254,47136,83.5%,77.3%,
93226,"$37,083","$58,854",$609,"$1,010",280,363,81.8%,97.0%,
93637,"$37,043","$49,121",$601,$975,28431,40101,58.5%,80.0%,
93523,"$37,032","$53,456",$620,"$1,302",7679,3378,73.8%,78.8%,
95690,"$37,026","$56,101",$529,$754,2324,1932,64.8%,85.0%,
95251,"$37,000","$78,558",$570,"$1,178",440,874,96.8%,100.0%,
93221,"$36,989","$48,470",$531,$840,13321,15391,73.3%,88.7%,
90810,"$36,966","$49,087",$607,"$1,051",35637,36736,23.9%,41.8%,
95917,"$36,950","$44,500",$496,$923,3154,3508,79.5%,76.3%,
95971,"$36,938","$51,869",$528,$857,6186,5798,92.1%,88.2%,
93653,"$36,875","$46,121",$565,$838,971,1357,89.9%,87.9%,
95421,"$36,850","$58,289",$675,"$1,120",1569,1537,86.2%,87.8%,
93704,"$36,839","$48,461",$598,$892,26565,26009,70.5%,69.1%,
95222,"$36,794","$51,927",$572,$890,4246,5228,90.3%,94.2%,
90723,"$36,769","$43,784",$720,"$1,179",55305,54813,34.7%,43.1%,
91303,"$36,769","$46,187",$723,"$1,234",23508,27827,50.5%,65.9%,
93657,"$36,732","$49,785",$542,$883,28975,35653,58.5%,66.9%,
92308,"$36,646","$43,345",$585,$990,28805,39953,75.8%,83.4%,
94940,"$36,625","$28,958",$775,"$1,125",394,194,86.3%,93.3%,
95210,"$36,566","$38,510",$627,"$1,015",40594,40820,32.3%,35.4%,
95565,"$36,544","$54,034",$481,"$1,035",1117,1092,89.4%,87.6%,
92536,"$36,528","$44,010",$666,"$1,236",2425,2750,86.4%,89.9%,
94535,"$36,518","$53,389",$799,"$1,772",9966,4543,65.0%,73.0%,
93254,"$36,500","$32,750",$503,$840,793,700,79.6%,77.3%,
90401,"$36,461","$60,802",$720,"$1,552",5201,7035,78.6%,76.9%,
95204,"$36,391","$43,372",$580,$920,30465,29246,64.5%,67.1%,
95469,"$36,354","$49,545",$638,"$1,243",1883,1960,83.8%,90.8%,
96020,"$36,328","$42,433",$529,$932,2645,2246,93.4%,92.9%,
95482,"$36,322","$45,953",$600,$962,30987,33157,77.5%,79.7%,
93517,"$36,281","$60,139",$527,$532,817,796,84.5%,45.1%,
92054,"$36,277","$50,568",$736,"$1,231",98226,42992,62.9%,75.6%,
92239,"$36,250","$55,750",$286,$313,962,428,61.1%,52.8%,
95306,"$36,250","$39,219",$411,$780,984,952,92.6%,85.8%,
96069,"$36,250","$36,310",$525,$765,820,880,90.7%,95.6%,
96051,"$36,219","$45,268",$517,$773,1228,1110,94.4%,87.8%,
92201,"$36,180","$40,024",$616,$954,56296,63915,51.9%,49.0%,
93905,"$36,176","$42,807",$651,"$1,075",58537,60887,37.0%,80.6%,
95987,"$36,146","$55,355",$563,$945,4564,5979,52.6%,87.6%,
92585,"$36,118","$63,413",$612,"$1,367",8674,20148,72.4%,75.1%,
90042,"$36,064","$51,427",$626,"$1,169",64660,61034,40.8%,52.0%,
95310,"$36,058","$37,500",$581,"$1,020",2126,1934,92.5%,94.2%,
91932,"$36,025","$48,117",$689,"$1,194",26655,26257,62.3%,71.2%,
95823,"$36,001","$36,731",$584,$928,72194,73641,31.6%,37.1%,
95323,"$36,000","$55,500",$602,"$1,014",1052,998,83.1%,88.2%,
92324,"$35,984","$41,278",$619,$989,52198,58013,44.1%,60.9%,
92282,"$35,982","$34,063",$570,"$2,001",804,783,78.1%,71.4%,
93562,"$35,952","$30,478",$353,$598,1988,1781,86.6%,89.4%,
96003,"$35,917","$46,497",$596,"$1,016",41463,44398,90.5%,89.0%,
