zip,Average Education Index 2000,Average Education Index 2014,Index Change
95358,11.42,11.72,0.3000000000000007
91934,11.41,14.13,2.7200000000000006
91763,11.4,11.84,0.4399999999999995
92408,11.4,12.1,0.6999999999999993
90810,11.39,12.32,0.9299999999999997
93202,11.38,11.14,-0.2400000000000002
90005,11.37,12.27,0.9000000000000004
92257,11.36,10.91,-0.4499999999999993
93257,11.36,11.6,0.2400000000000002
93452,11.34,12.34,1.0
93652,11.34,9.97,-1.3699999999999992
91764,11.33,11.83,0.5
95324,11.33,12.0,0.6699999999999999
95110,11.33,12.82,1.4900000000000002
93276,11.32,11.21,-0.10999999999999943
91950,11.32,12.01,0.6899999999999995
92227,11.31,12.03,0.7199999999999989
96090,11.28,13.09,1.8100000000000005
90012,11.27,12.32,1.0500000000000007
90301,11.27,11.82,0.5500000000000007
90038,11.27,12.75,1.4800000000000004
95322,11.26,11.66,0.40000000000000036
91770,11.26,11.95,0.6899999999999995
93610,11.25,11.74,0.4900000000000002
93283,11.23,12.75,1.5199999999999996
96035,11.23,12.13,0.9000000000000004
93662,11.23,11.43,0.1999999999999993
92225,11.22,11.8,0.5800000000000001
92570,11.22,11.31,0.08999999999999986
92368,11.21,11.63,0.41999999999999993
92102,11.21,12.46,1.25
93212,11.21,10.9,-0.3100000000000005
92309,11.2,11.08,-0.11999999999999922
94603,11.2,11.76,0.5600000000000005
95968,11.19,11.18,-0.009999999999999787
90606,11.19,11.92,0.7300000000000004
92230,11.18,11.79,0.6099999999999994
95605,11.18,12.39,1.2100000000000009
95374,11.18,11.84,0.6600000000000001
90029,11.17,12.33,1.1600000000000001
95639,11.17,11.73,0.5600000000000005
92843,11.16,11.81,0.6500000000000004
90303,11.16,11.65,0.4900000000000002
90018,11.15,11.74,0.5899999999999999
95953,11.14,11.83,0.6899999999999995
95226,11.14,13.73,2.59
95333,11.13,11.24,0.10999999999999943
96116,11.12,12.4,1.2800000000000011
95950,11.12,11.09,-0.02999999999999936
94601,11.11,11.74,0.6300000000000008
92275,11.09,11.95,0.8599999999999994
90062,11.09,11.12,0.02999999999999936
95206,11.09,11.32,0.23000000000000043
91402,11.08,11.57,0.4900000000000002
92316,11.08,11.3,0.22000000000000064
95215,11.07,11.5,0.4299999999999997
93703,11.07,11.26,0.1899999999999995
95832,11.07,11.87,0.7999999999999989
90021,11.06,11.55,0.4900000000000002
92233,11.06,10.89,-0.16999999999999993
95122,11.05,11.45,0.3999999999999986
95315,11.05,11.16,0.10999999999999943
91605,11.04,11.95,0.9100000000000001
95388,11.04,10.95,-0.08999999999999986
91766,11.03,11.79,0.7599999999999998
91768,11.03,11.89,0.8600000000000012
90220,11.03,11.63,0.6000000000000014
93668,11.03,10.94,-0.08999999999999986
92283,11.02,11.95,0.9299999999999997
93638,11.0,10.67,-0.33000000000000007
93040,11.0,11.47,0.47000000000000064
95231,10.99,11.09,0.09999999999999964
95920,10.99,11.37,0.379999999999999
95824,10.99,11.2,0.20999999999999908
92059,10.98,12.18,1.1999999999999993
90660,10.98,11.74,0.7599999999999998
91352,10.97,11.75,0.7799999999999994
93450,10.97,9.76,-1.2100000000000009
93305,10.96,11.27,0.3099999999999987
92105,10.95,11.88,0.9300000000000015
90007,10.94,11.87,0.9299999999999997
90032,10.93,11.7,0.7699999999999996
90014,10.93,13.64,2.710000000000001
93286,10.92,11.52,0.5999999999999996
95987,10.92,11.18,0.2599999999999998
95116,10.88,11.7,0.8199999999999985
92335,10.87,11.04,0.16999999999999993
93930,10.87,10.77,-0.09999999999999964
93204,10.87,10.39,-0.47999999999999865
95317,10.86,10.38,-0.47999999999999865
92805,10.85,11.63,0.7800000000000011
93033,10.85,10.96,0.11000000000000121
93218,10.84,10.95,0.10999999999999943
93618,10.84,11.07,0.23000000000000043
93242,10.82,11.62,0.7999999999999989
93656,10.81,11.14,0.33000000000000007
93620,10.81,11.31,0.5
90723,10.81,11.08,0.2699999999999996
93630,10.79,11.37,0.5800000000000001
93616,10.79,11.28,0.4900000000000002
93725,10.78,11.05,0.27000000000000135
96123,10.77,10.92,0.15000000000000036
92231,10.77,11.35,0.5800000000000001
91744,10.76,11.31,0.5500000000000007
94621,10.75,11.1,0.34999999999999964
93280,10.73,10.63,-0.09999999999999964
95305,10.73,11.85,1.1199999999999992
93925,10.72,11.22,0.5
92704,10.72,11.39,0.6699999999999999
91746,10.71,11.38,0.6699999999999999
91980,10.7,13.02,2.3200000000000003
94964,10.7,11.78,1.08
95012,10.69,10.64,-0.049999999999998934
93721,10.68,11.0,0.3200000000000003
91706,10.67,11.32,0.6500000000000004
90057,10.65,11.22,0.5700000000000003
95351,10.65,11.12,0.46999999999999886
90061,10.63,11.17,0.5399999999999991
91732,10.61,11.28,0.6699999999999999
92273,10.6,11.11,0.5099999999999998
92266,10.59,10.9,0.3100000000000005
93267,10.59,11.3,0.7100000000000009
92707,10.58,11.04,0.4599999999999991
93270,10.58,10.61,0.02999999999999936
93247,10.57,10.98,0.41000000000000014
93263,10.57,11.07,0.5
92401,10.56,11.17,0.6099999999999994
92411,10.56,10.81,0.25
95645,10.56,11.41,0.8499999999999996
93609,10.54,10.79,0.25
93650,10.54,11.41,0.870000000000001
95961,10.54,12.24,1.700000000000001
91731,10.54,11.28,0.7400000000000002
90040,10.53,10.89,0.3600000000000012
96068,10.53,13.01,2.4800000000000004
90716,10.5,11.21,0.7100000000000009
93926,10.49,10.9,0.41000000000000014
93960,10.46,10.85,0.3899999999999988
92410,10.46,10.8,0.33999999999999986
92258,10.45,11.96,1.5100000000000016
92173,10.45,10.97,0.5200000000000014
95202,10.45,11.54,1.0899999999999999
95686,10.44,11.59,1.1500000000000004
95002,10.44,12.92,2.4800000000000004
90044,10.44,11.32,0.8800000000000008
90222,10.44,11.05,0.6100000000000012
93458,10.43,10.55,0.120000000000001
93706,10.41,11.27,0.8599999999999994
90059,10.4,11.02,0.6199999999999992
93307,10.38,10.79,0.40999999999999837
93215,10.35,10.79,0.4399999999999995
92281,10.32,10.93,0.6099999999999994
95019,10.3,11.24,0.9399999999999995
90015,10.3,11.92,1.6199999999999992
95205,10.29,10.78,0.4900000000000002
95385,10.29,11.95,1.6600000000000001
90221,10.29,10.84,0.5500000000000007
95951,10.29,10.95,0.6600000000000001
94104,10.27,14.75,4.48
92249,10.26,11.84,1.58
95334,10.26,11.03,0.7699999999999996
93434,10.26,11.05,0.7900000000000009
90006,10.25,11.16,0.9100000000000001
90744,10.21,10.98,0.7699999999999996
91340,10.2,11.15,0.9500000000000011
92113,10.19,10.88,0.6900000000000013
93250,10.16,10.19,0.02999999999999936
90280,10.13,10.8,0.6699999999999999
91331,10.12,10.8,0.6800000000000015
93647,10.11,10.2,0.08999999999999986
93201,10.09,10.53,0.4399999999999995
90813,10.09,11.14,1.0500000000000007
93235,10.08,9.69,-0.39000000000000057
90262,10.07,10.69,0.6199999999999992
90031,10.07,11.26,1.1899999999999995
90002,10.06,10.61,0.5499999999999989
93256,10.05,9.71,-0.33999999999999986
93223,10.05,10.86,0.8099999999999987
93272,10.03,10.21,0.1800000000000015
90037,10.01,10.41,0.40000000000000036
93206,10.0,10.85,0.8499999999999996
93266,9.94,10.51,0.5700000000000003
95328,9.94,11.42,1.4800000000000004
93702,9.93,10.24,0.3100000000000005
91733,9.92,10.65,0.7300000000000004
93622,9.92,10.42,0.5
90003,9.91,10.49,0.5800000000000001
92703,9.91,10.62,0.7099999999999991
90022,9.89,10.52,0.629999999999999
93927,9.87,10.78,0.9100000000000001
93606,9.87,9.81,-0.05999999999999872
93701,9.86,10.58,0.7200000000000006
93666,9.82,9.27,-0.5500000000000007
95387,9.82,10.76,0.9399999999999995
90255,9.82,10.22,0.40000000000000036
93648,9.81,10.49,0.6799999999999997
90304,9.8,10.54,0.7399999999999984
93665,9.78,11.65,1.870000000000001
90063,9.78,10.4,0.620000000000001
90201,9.77,10.31,0.5400000000000009
92701,9.73,10.41,0.6799999999999997
90058,9.73,9.55,-0.17999999999999972
93905,9.68,10.15,0.47000000000000064
93954,9.66,11.01,1.3499999999999996
90033,9.65,10.55,0.9000000000000004
92274,9.63,10.28,0.6499999999999986
92236,9.62,10.55,0.9300000000000015
93646,9.61,10.48,0.870000000000001
93673,9.57,9.81,0.2400000000000002
90270,9.52,10.02,0.5
95653,9.51,12.12,2.6099999999999994
93624,9.51,9.37,-0.14000000000000057
90001,9.49,10.14,0.6500000000000004
90023,9.46,10.31,0.8499999999999996
93615,9.44,10.08,0.6400000000000006
93219,9.42,9.79,0.3699999999999992
95365,9.42,10.6,1.1799999999999997
93241,9.41,9.78,0.3699999999999992
93203,9.41,9.89,0.4800000000000004
90017,9.4,11.55,2.1500000000000004
90011,9.32,9.8,0.4800000000000004
93239,9.28,10.51,1.2300000000000004
92254,9.27,9.66,0.39000000000000057
93660,9.12,9.78,0.6600000000000001
93640,9.09,9.72,0.6300000000000008
93261,9.0,9.68,0.6799999999999997
93234,8.96,9.49,0.5299999999999994
93608,8.9,9.35,0.4499999999999993
93249,8.82,9.22,0.40000000000000036
95312,8.74,12.1,3.3599999999999994
95431,8.37,11.86,3.49
93627,8.37,11.65,3.280000000000001
92280,8.0,12.0,4.0
