<<<<<<< HEAD
,Total Population % in 2014,zip
1687,87,94576
1688,85,93627
1689,83,94128
1690,83,95925
1691,82,93042
1692,82,94929
1693,80,95715
1694,79,93528
1695,77,95429
1696,77,96071
1697,74,94950
1698,72,95930
1699,71,96119
1700,69,96111
1701,62,92266
1702,61,92060
1703,61,95325
1704,60,95720
1705,59,93262
1706,58,93623
1707,58,95915
1708,54,95486
1709,53,95305
1710,50,96085
1711,48,95679
1712,47,91948
1713,44,95604
1714,39,94972
1715,36,96123
1716,35,95606
1717,35,96129
1718,34,92384
1719,32,95013
1720,30,92364
1721,30,95735
1722,28,93530
1723,20,93592
1724,19,96061
1725,18,93522
1726,18,95463
1727,17,92304
1728,17,95986
1729,15,92280
1730,15,93634
1731,13,95721
1732,12,95923
1733,12,95944
1734,7,92332
1735,7,96108
1736,6,93943
